dataset_name,url_gcp,url_aws,url_azure,image_id,sequence_id,location_id,frame_num,original_label,scientific_name,common_name,datetime,annotation_level,kingdom,phylum,subphylum,superclass,class,subclass,infraclass,superorder,order,suborder,infraorder,superfamily,family,subfamily,tribe,genus,species,subspecies,variety,subset
NACTI,https://storage.googleapis.com/public-datasets-lila/nacti-unzipped/part2/sub267/FL-32_01_23_2016_FL-32_0002355.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/nacti-unzipped/part2/sub267/FL-32_01_23_2016_FL-32_0002355.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/nacti-unzipped/part2/sub267/FL-32_01_23_2016_FL-32_0002355.jpg,NACTI : FL-32_01_23_2016_FL-32_0002355.jpg,NACTI : unknown,NACTI : archbold_FL-32,-1,unidentified deer,odocoileus,deer,,unknown,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,artiodactyla,ruminantia,,,cervidae,capreolinae,odocoileini,odocoileus,,,,train
Idaho Camera Traps,https://storage.googleapis.com/public-datasets-lila/idaho-camera-traps/public/loc_0123/loc_0123_im_000107.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/idaho-camera-traps/public/loc_0123/loc_0123_im_000107.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/idaho-camera-traps/public/loc_0123/loc_0123_im_000107.jpg,Idaho Camera Traps : loc_0123_im_000107,Idaho Camera Traps : loc_0123_seq_000008,Idaho Camera Traps : 123,5,deer,odocoileus,deer,06-23-2015 10:20:55,sequence,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,artiodactyla,ruminantia,,,cervidae,capreolinae,odocoileini,odocoileus,,,,test
Trail Camera Images of New Zealand Animals,https://storage.googleapis.com/public-datasets-lila/nz-trailcams/PS3/deer/b881ca72-5e75-407c-a240-18f3c7f5f01d.JPG,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/nz-trailcams/PS3/deer/b881ca72-5e75-407c-a240-18f3c7f5f01d.JPG,https://lilawildlife.blob.core.windows.net/lila-wildlife/nz-trailcams/PS3/deer/b881ca72-5e75-407c-a240-18f3c7f5f01d.JPG,Trail Camera Images of New Zealand Animals : PS3/deer/b881ca72-5e75-407c-a240-18f3c7f5f01d.JPG,Trail Camera Images of New Zealand Animals : unknown,Trail Camera Images of New Zealand Animals : PS3_CAM8001,-1,deer,cervidae,deer,03-10-2023 01:58:47,image,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,artiodactyla,ruminantia,,,cervidae,,,,,,,test
Idaho Camera Traps,https://storage.googleapis.com/public-datasets-lila/idaho-camera-traps/public/loc_0010/loc_0010_im_010180.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/idaho-camera-traps/public/loc_0010/loc_0010_im_010180.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/idaho-camera-traps/public/loc_0010/loc_0010_im_010180.jpg,Idaho Camera Traps : loc_0010_im_010180,Idaho Camera Traps : loc_0010_seq_009431,Idaho Camera Traps : 10,1,deer,odocoileus,deer,03-08-2016 13:56:04,sequence,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,artiodactyla,ruminantia,,,cervidae,capreolinae,odocoileini,odocoileus,,,,train
Idaho Camera Traps,https://storage.googleapis.com/public-datasets-lila/idaho-camera-traps/public/loc_0206/loc_0206_im_002928.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/idaho-camera-traps/public/loc_0206/loc_0206_im_002928.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/idaho-camera-traps/public/loc_0206/loc_0206_im_002928.jpg,Idaho Camera Traps : loc_0206_im_002928,Idaho Camera Traps : loc_0206_seq_000272,Idaho Camera Traps : 206,16,deer,odocoileus,deer,03-31-2017 09:13:48,sequence,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,artiodactyla,ruminantia,,,cervidae,capreolinae,odocoileini,odocoileus,,,,train
NACTI,https://storage.googleapis.com/public-datasets-lila/nacti-unzipped/part2/sub274/FL-35_07_06_2016_FL-35_0047290.JPG,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/nacti-unzipped/part2/sub274/FL-35_07_06_2016_FL-35_0047290.JPG,https://lilawildlife.blob.core.windows.net/lila-wildlife/nacti-unzipped/part2/sub274/FL-35_07_06_2016_FL-35_0047290.JPG,NACTI : FL-35_07_06_2016_FL-35_0047290.JPG,NACTI : unknown,NACTI : archbold_FL-35,-1,unidentified deer,odocoileus,deer,,unknown,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,artiodactyla,ruminantia,,,cervidae,capreolinae,odocoileini,odocoileus,,,,train
Caltech Camera Traps,https://storage.googleapis.com/public-datasets-lila/caltech-unzipped/cct_images/599a5b49-23d2-11e8-a6a3-ec086b02610b.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/caltech-unzipped/cct_images/599a5b49-23d2-11e8-a6a3-ec086b02610b.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/caltech-unzipped/cct_images/599a5b49-23d2-11e8-a6a3-ec086b02610b.jpg,Caltech Camera Traps : 599a5b49-23d2-11e8-a6a3-ec086b02610b,Caltech Camera Traps : 70128194-5567-11e8-99b7-dca9047ef277,Caltech Camera Traps : 27,1,deer,odocoileus,deer,03-25-2015 01:27:32,image,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,artiodactyla,ruminantia,,,cervidae,capreolinae,odocoileini,odocoileus,,,,train
Idaho Camera Traps,https://storage.googleapis.com/public-datasets-lila/idaho-camera-traps/public/loc_0203/loc_0203_im_000056.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/idaho-camera-traps/public/loc_0203/loc_0203_im_000056.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/idaho-camera-traps/public/loc_0203/loc_0203_im_000056.jpg,Idaho Camera Traps : loc_0203_im_000056,Idaho Camera Traps : loc_0203_seq_000007,Idaho Camera Traps : 203,9,deer,odocoileus,deer,12-20-2015 11:53:46,sequence,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,artiodactyla,ruminantia,,,cervidae,capreolinae,odocoileini,odocoileus,,,,train
Idaho Camera Traps,https://storage.googleapis.com/public-datasets-lila/idaho-camera-traps/public/loc_0269/loc_0269_im_002556.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/idaho-camera-traps/public/loc_0269/loc_0269_im_002556.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/idaho-camera-traps/public/loc_0269/loc_0269_im_002556.jpg,Idaho Camera Traps : loc_0269_im_002556,Idaho Camera Traps : loc_0269_seq_000219,Idaho Camera Traps : 269,3,deer,odocoileus,deer,01-05-2016 15:45:08,sequence,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,artiodactyla,ruminantia,,,cervidae,capreolinae,odocoileini,odocoileus,,,,train
Trail Camera Images of New Zealand Animals,https://storage.googleapis.com/public-datasets-lila/nz-trailcams/LCC/deer/001b50c3-4a91-4bb8-9257-0aebb2850016.JPG,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/nz-trailcams/LCC/deer/001b50c3-4a91-4bb8-9257-0aebb2850016.JPG,https://lilawildlife.blob.core.windows.net/lila-wildlife/nz-trailcams/LCC/deer/001b50c3-4a91-4bb8-9257-0aebb2850016.JPG,Trail Camera Images of New Zealand Animals : LCC/deer/001b50c3-4a91-4bb8-9257-0aebb2850016.JPG,Trail Camera Images of New Zealand Animals : unknown,Trail Camera Images of New Zealand Animals : LCC_R65,-1,deer,cervidae,deer,03-18-2018 19:24:01,image,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,artiodactyla,ruminantia,,,cervidae,,,,,,,train
NACTI,https://storage.googleapis.com/public-datasets-lila/nacti-unzipped/part2/sub265/FL-31_07_29_2015_FL-31_0021218.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/nacti-unzipped/part2/sub265/FL-31_07_29_2015_FL-31_0021218.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/nacti-unzipped/part2/sub265/FL-31_07_29_2015_FL-31_0021218.jpg,NACTI : FL-31_07_29_2015_FL-31_0021218.jpg,NACTI : unknown,NACTI : archbold_FL-31,-1,unidentified deer,odocoileus,deer,,unknown,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,artiodactyla,ruminantia,,,cervidae,capreolinae,odocoileini,odocoileus,,,,train
NACTI,https://storage.googleapis.com/public-datasets-lila/nacti-unzipped/part2/sub232/FL-24_05_02_2016_FL-24_0057968.JPG,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/nacti-unzipped/part2/sub232/FL-24_05_02_2016_FL-24_0057968.JPG,https://lilawildlife.blob.core.windows.net/lila-wildlife/nacti-unzipped/part2/sub232/FL-24_05_02_2016_FL-24_0057968.JPG,NACTI : FL-24_05_02_2016_FL-24_0057968.JPG,NACTI : unknown,NACTI : archbold_FL-24,-1,unidentified deer,odocoileus,deer,,unknown,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,artiodactyla,ruminantia,,,cervidae,capreolinae,odocoileini,odocoileus,,,,train
Idaho Camera Traps,https://storage.googleapis.com/public-datasets-lila/idaho-camera-traps/public/loc_0103/loc_0103_im_004674.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/idaho-camera-traps/public/loc_0103/loc_0103_im_004674.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/idaho-camera-traps/public/loc_0103/loc_0103_im_004674.jpg,Idaho Camera Traps : loc_0103_im_004674,Idaho Camera Traps : loc_0103_seq_000705,Idaho Camera Traps : 103,0,deer,odocoileus,deer,11-15-2015 07:55:16,sequence,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,artiodactyla,ruminantia,,,cervidae,capreolinae,odocoileini,odocoileus,,,,train
NACTI,https://storage.googleapis.com/public-datasets-lila/nacti-unzipped/part2/sub286/FL-41_04_05_2016_FL-41_0019653.JPG,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/nacti-unzipped/part2/sub286/FL-41_04_05_2016_FL-41_0019653.JPG,https://lilawildlife.blob.core.windows.net/lila-wildlife/nacti-unzipped/part2/sub286/FL-41_04_05_2016_FL-41_0019653.JPG,NACTI : FL-41_04_05_2016_FL-41_0019653.JPG,NACTI : unknown,NACTI : archbold_FL-41,-1,unidentified deer,odocoileus,deer,,unknown,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,artiodactyla,ruminantia,,,cervidae,capreolinae,odocoileini,odocoileus,,,,train
NACTI,https://storage.googleapis.com/public-datasets-lila/nacti-unzipped/part1/sub172/FL-12_01_20_2016_FL-12_0022195.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/nacti-unzipped/part1/sub172/FL-12_01_20_2016_FL-12_0022195.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/nacti-unzipped/part1/sub172/FL-12_01_20_2016_FL-12_0022195.jpg,NACTI : FL-12_01_20_2016_FL-12_0022195.jpg,NACTI : unknown,NACTI : archbold_FL-12,-1,unidentified deer,odocoileus,deer,,unknown,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,artiodactyla,ruminantia,,,cervidae,capreolinae,odocoileini,odocoileus,,,,train
NACTI,https://storage.googleapis.com/public-datasets-lila/nacti-unzipped/part1/sub177/FL-12_09_30_2015_FL-12_0013967.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/nacti-unzipped/part1/sub177/FL-12_09_30_2015_FL-12_0013967.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/nacti-unzipped/part1/sub177/FL-12_09_30_2015_FL-12_0013967.jpg,NACTI : FL-12_09_30_2015_FL-12_0013967.jpg,NACTI : unknown,NACTI : archbold_FL-12,-1,unidentified deer,odocoileus,deer,,unknown,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,artiodactyla,ruminantia,,,cervidae,capreolinae,odocoileini,odocoileus,,,,train
Idaho Camera Traps,https://storage.googleapis.com/public-datasets-lila/idaho-camera-traps/public/loc_0076/loc_0076_im_001501.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/idaho-camera-traps/public/loc_0076/loc_0076_im_001501.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/idaho-camera-traps/public/loc_0076/loc_0076_im_001501.jpg,Idaho Camera Traps : loc_0076_im_001501,Idaho Camera Traps : loc_0076_seq_000161,Idaho Camera Traps : 76,7,deer,odocoileus,deer,09-16-2015 18:54:50,sequence,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,artiodactyla,ruminantia,,,cervidae,capreolinae,odocoileini,odocoileus,,,,train
NACTI,https://storage.googleapis.com/public-datasets-lila/nacti-unzipped/part1/sub175/FL-12_06_29_2015_FL-12_0001146.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/nacti-unzipped/part1/sub175/FL-12_06_29_2015_FL-12_0001146.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/nacti-unzipped/part1/sub175/FL-12_06_29_2015_FL-12_0001146.jpg,NACTI : FL-12_06_29_2015_FL-12_0001146.jpg,NACTI : unknown,NACTI : archbold_FL-12,-1,unidentified deer,odocoileus,deer,,unknown,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,artiodactyla,ruminantia,,,cervidae,capreolinae,odocoileini,odocoileus,,,,train
Idaho Camera Traps,https://storage.googleapis.com/public-datasets-lila/idaho-camera-traps/public/loc_0003/loc_0003_im_002076.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/idaho-camera-traps/public/loc_0003/loc_0003_im_002076.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/idaho-camera-traps/public/loc_0003/loc_0003_im_002076.jpg,Idaho Camera Traps : loc_0003_im_002076,Idaho Camera Traps : loc_0003_seq_001717,Idaho Camera Traps : 3,11,deer,odocoileus,deer,01-19-2016 11:06:18,sequence,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,artiodactyla,ruminantia,,,cervidae,capreolinae,odocoileini,odocoileus,,,,train
Idaho Camera Traps,https://storage.googleapis.com/public-datasets-lila/idaho-camera-traps/public/loc_0242/loc_0242_im_001608.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/idaho-camera-traps/public/loc_0242/loc_0242_im_001608.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/idaho-camera-traps/public/loc_0242/loc_0242_im_001608.jpg,Idaho Camera Traps : loc_0242_im_001608,Idaho Camera Traps : loc_0242_seq_000238,Idaho Camera Traps : 242,112,deer,odocoileus,deer,04-10-2016 16:59:08,sequence,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,artiodactyla,ruminantia,,,cervidae,capreolinae,odocoileini,odocoileus,,,,train
Idaho Camera Traps,https://storage.googleapis.com/public-datasets-lila/idaho-camera-traps/public/loc_0132/loc_0132_im_002206.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/idaho-camera-traps/public/loc_0132/loc_0132_im_002206.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/idaho-camera-traps/public/loc_0132/loc_0132_im_002206.jpg,Idaho Camera Traps : loc_0132_im_002206,Idaho Camera Traps : loc_0132_seq_000337,Idaho Camera Traps : 132,3,deer,odocoileus,deer,08-26-2016 06:53:03,sequence,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,artiodactyla,ruminantia,,,cervidae,capreolinae,odocoileini,odocoileus,,,,train
NACTI,https://storage.googleapis.com/public-datasets-lila/nacti-unzipped/part1/sub177/FL-12_09_30_2015_FL-12_0013920.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/nacti-unzipped/part1/sub177/FL-12_09_30_2015_FL-12_0013920.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/nacti-unzipped/part1/sub177/FL-12_09_30_2015_FL-12_0013920.jpg,NACTI : FL-12_09_30_2015_FL-12_0013920.jpg,NACTI : unknown,NACTI : archbold_FL-12,-1,unidentified deer,odocoileus,deer,,unknown,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,artiodactyla,ruminantia,,,cervidae,capreolinae,odocoileini,odocoileus,,,,train
Idaho Camera Traps,https://storage.googleapis.com/public-datasets-lila/idaho-camera-traps/public/loc_0126/loc_0126_im_004512.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/idaho-camera-traps/public/loc_0126/loc_0126_im_004512.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/idaho-camera-traps/public/loc_0126/loc_0126_im_004512.jpg,Idaho Camera Traps : loc_0126_im_004512,Idaho Camera Traps : loc_0126_seq_000510,Idaho Camera Traps : 126,14,deer,odocoileus,deer,09-04-2016 06:17:12,sequence,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,artiodactyla,ruminantia,,,cervidae,capreolinae,odocoileini,odocoileus,,,,train
Idaho Camera Traps,https://storage.googleapis.com/public-datasets-lila/idaho-camera-traps/public/loc_0233/loc_0233_im_001320.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/idaho-camera-traps/public/loc_0233/loc_0233_im_001320.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/idaho-camera-traps/public/loc_0233/loc_0233_im_001320.jpg,Idaho Camera Traps : loc_0233_im_001320,Idaho Camera Traps : loc_0233_seq_000187,Idaho Camera Traps : 233,39,deer,odocoileus,deer,03-19-2016 07:27:55,sequence,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,artiodactyla,ruminantia,,,cervidae,capreolinae,odocoileini,odocoileus,,,,test
Idaho Camera Traps,https://storage.googleapis.com/public-datasets-lila/idaho-camera-traps/public/loc_0168/loc_0168_im_001914.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/idaho-camera-traps/public/loc_0168/loc_0168_im_001914.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/idaho-camera-traps/public/loc_0168/loc_0168_im_001914.jpg,Idaho Camera Traps : loc_0168_im_001914,Idaho Camera Traps : loc_0168_seq_000290,Idaho Camera Traps : 168,8,deer,odocoileus,deer,09-03-2016 08:35:31,sequence,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,artiodactyla,ruminantia,,,cervidae,capreolinae,odocoileini,odocoileus,,,,test
Idaho Camera Traps,https://storage.googleapis.com/public-datasets-lila/idaho-camera-traps/public/loc_0085/loc_0085_im_002022.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/idaho-camera-traps/public/loc_0085/loc_0085_im_002022.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/idaho-camera-traps/public/loc_0085/loc_0085_im_002022.jpg,Idaho Camera Traps : loc_0085_im_002022,Idaho Camera Traps : loc_0085_seq_000230,Idaho Camera Traps : 85,9,deer,odocoileus,deer,11-28-2015 14:59:34,sequence,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,artiodactyla,ruminantia,,,cervidae,capreolinae,odocoileini,odocoileus,,,,test
