dataset_name,url_gcp,url_aws,url_azure,image_id,sequence_id,location_id,frame_num,original_label,scientific_name,common_name,datetime,annotation_level,kingdom,phylum,subphylum,superclass,class,subclass,infraclass,superorder,order,suborder,infraorder,superfamily,family,subfamily,tribe,genus,species,subspecies,variety,subset
Snapshot Safari 2024 Expansion,https://storage.googleapis.com/public-datasets-lila/snapshot-safari-2024-expansion/KRU/KRU_S3/2/2_R5/KRU_S3_2_R5_IMAG0122.JPG,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/snapshot-safari-2024-expansion/KRU/KRU_S3/2/2_R5/KRU_S3_2_R5_IMAG0122.JPG,https://lilawildlife.blob.core.windows.net/lila-wildlife/snapshot-safari-2024-expansion/KRU/KRU_S3/2/2_R5/KRU_S3_2_R5_IMAG0122.JPG,Snapshot Safari 2024 Expansion : KRU/KRU_S3/2/2_R5/KRU_S3_2_R5_IMAG0122.JPG,Snapshot Safari 2024 Expansion : KRU_S3#2#5#43,Snapshot Safari 2024 Expansion : KRU_S3_2,1,buffalo,syncerus caffer,african buffalo,,sequence,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,artiodactyla,ruminantia,,,bovidae,bovinae,bovini,syncerus,syncerus caffer,,,test
Snapshot Safari 2024 Expansion,https://storage.googleapis.com/public-datasets-lila/snapshot-safari-2024-expansion/SER/SER_S13/C13/C13_R1/SER_S13_C13_R1_IMAG0411.JPG,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/snapshot-safari-2024-expansion/SER/SER_S13/C13/C13_R1/SER_S13_C13_R1_IMAG0411.JPG,https://lilawildlife.blob.core.windows.net/lila-wildlife/snapshot-safari-2024-expansion/SER/SER_S13/C13/C13_R1/SER_S13_C13_R1_IMAG0411.JPG,Snapshot Safari 2024 Expansion : SER/SER_S13/C13/C13_R1/SER_S13_C13_R1_IMAG0411.JPG,Snapshot Safari 2024 Expansion : SER_S13#C13#1#409,Snapshot Safari 2024 Expansion : SER_S13_C13,0,buffalo,syncerus caffer,african buffalo,,sequence,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,artiodactyla,ruminantia,,,bovidae,bovinae,bovini,syncerus,syncerus caffer,,,test
Snapshot Safari 2024 Expansion,https://storage.googleapis.com/public-datasets-lila/snapshot-safari-2024-expansion/SER/SER_S12/C03/C03_R3/SER_S12_C03_R3_IMAG0455.JPG,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/snapshot-safari-2024-expansion/SER/SER_S12/C03/C03_R3/SER_S12_C03_R3_IMAG0455.JPG,https://lilawildlife.blob.core.windows.net/lila-wildlife/snapshot-safari-2024-expansion/SER/SER_S12/C03/C03_R3/SER_S12_C03_R3_IMAG0455.JPG,Snapshot Safari 2024 Expansion : SER/SER_S12/C03/C03_R3/SER_S12_C03_R3_IMAG0455.JPG,Snapshot Safari 2024 Expansion : SER_S12#C03#3#169,Snapshot Safari 2024 Expansion : SER_S12_C03,1,buffalo,syncerus caffer,african buffalo,,sequence,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,artiodactyla,ruminantia,,,bovidae,bovinae,bovini,syncerus,syncerus caffer,,,train
Snapshot Safari 2024 Expansion,https://storage.googleapis.com/public-datasets-lila/snapshot-safari-2024-expansion/ENO/ENO_S5/C07/C07_R6/ENO_S5_C07_R6_IMAG0173.JPG,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/snapshot-safari-2024-expansion/ENO/ENO_S5/C07/C07_R6/ENO_S5_C07_R6_IMAG0173.JPG,https://lilawildlife.blob.core.windows.net/lila-wildlife/snapshot-safari-2024-expansion/ENO/ENO_S5/C07/C07_R6/ENO_S5_C07_R6_IMAG0173.JPG,Snapshot Safari 2024 Expansion : ENO/ENO_S5/C07/C07_R6/ENO_S5_C07_R6_IMAG0173.JPG,Snapshot Safari 2024 Expansion : ENO_S5#C07#6#62,Snapshot Safari 2024 Expansion : ENO_S5_C07,1,buffalo,syncerus caffer,african buffalo,,sequence,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,artiodactyla,ruminantia,,,bovidae,bovinae,bovini,syncerus,syncerus caffer,,,train
Snapshot Safari 2024 Expansion,https://storage.googleapis.com/public-datasets-lila/snapshot-safari-2024-expansion/SER/SER_S13/G03/G03_R1/SER_S13_G03_R1_IMAG0974.JPG,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/snapshot-safari-2024-expansion/SER/SER_S13/G03/G03_R1/SER_S13_G03_R1_IMAG0974.JPG,https://lilawildlife.blob.core.windows.net/lila-wildlife/snapshot-safari-2024-expansion/SER/SER_S13/G03/G03_R1/SER_S13_G03_R1_IMAG0974.JPG,Snapshot Safari 2024 Expansion : SER/SER_S13/G03/G03_R1/SER_S13_G03_R1_IMAG0974.JPG,Snapshot Safari 2024 Expansion : SER_S13#G03#1#401,Snapshot Safari 2024 Expansion : SER_S13_G03,1,buffalo,syncerus caffer,african buffalo,,sequence,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,artiodactyla,ruminantia,,,bovidae,bovinae,bovini,syncerus,syncerus caffer,,,train
Snapshot Safari 2024 Expansion,https://storage.googleapis.com/public-datasets-lila/snapshot-safari-2024-expansion/SER/SER_S13/O10/O10_R1/SER_S13_O10_R1_IMAG0319.JPG,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/snapshot-safari-2024-expansion/SER/SER_S13/O10/O10_R1/SER_S13_O10_R1_IMAG0319.JPG,https://lilawildlife.blob.core.windows.net/lila-wildlife/snapshot-safari-2024-expansion/SER/SER_S13/O10/O10_R1/SER_S13_O10_R1_IMAG0319.JPG,Snapshot Safari 2024 Expansion : SER/SER_S13/O10/O10_R1/SER_S13_O10_R1_IMAG0319.JPG,Snapshot Safari 2024 Expansion : SER_S13#O10#1#119,Snapshot Safari 2024 Expansion : SER_S13_O10,2,buffalo,syncerus caffer,african buffalo,,sequence,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,artiodactyla,ruminantia,,,bovidae,bovinae,bovini,syncerus,syncerus caffer,,,train
WCS Camera Traps,https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0351/1234.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/wcs-unzipped/animals/0351/1234.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/wcs-unzipped/animals/0351/1234.jpg,WCS Camera Traps : 476e72c4-92d5-11e9-a852-000d3a74c7de,WCS Camera Traps : ken-016-d0093-314,WCS Camera Traps : 1317,6,syncerus caffer,syncerus caffer,african buffalo,02-20-2013 21:49:09,sequence,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,artiodactyla,ruminantia,,,bovidae,bovinae,bovini,syncerus,syncerus caffer,,,train
Snapshot Safari 2024 Expansion,https://storage.googleapis.com/public-datasets-lila/snapshot-safari-2024-expansion/KRU/KRU_S2/18/18_R4/KRU_S2_18_R4_IMAG0035.JPG,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/snapshot-safari-2024-expansion/KRU/KRU_S2/18/18_R4/KRU_S2_18_R4_IMAG0035.JPG,https://lilawildlife.blob.core.windows.net/lila-wildlife/snapshot-safari-2024-expansion/KRU/KRU_S2/18/18_R4/KRU_S2_18_R4_IMAG0035.JPG,Snapshot Safari 2024 Expansion : KRU/KRU_S2/18/18_R4/KRU_S2_18_R4_IMAG0035.JPG,Snapshot Safari 2024 Expansion : KRU_S2#18#4#17,Snapshot Safari 2024 Expansion : KRU_S2_18,0,buffalo,syncerus caffer,african buffalo,,sequence,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,artiodactyla,ruminantia,,,bovidae,bovinae,bovini,syncerus,syncerus caffer,,,train
Snapshot Safari 2024 Expansion,https://storage.googleapis.com/public-datasets-lila/snapshot-safari-2024-expansion/MTZ/MTZ_S3/E06/E06_R7/MTZ_S3_E06_R7_IMAG2197.JPG,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/snapshot-safari-2024-expansion/MTZ/MTZ_S3/E06/E06_R7/MTZ_S3_E06_R7_IMAG2197.JPG,https://lilawildlife.blob.core.windows.net/lila-wildlife/snapshot-safari-2024-expansion/MTZ/MTZ_S3/E06/E06_R7/MTZ_S3_E06_R7_IMAG2197.JPG,Snapshot Safari 2024 Expansion : MTZ/MTZ_S3/E06/E06_R7/MTZ_S3_E06_R7_IMAG2197.JPG,Snapshot Safari 2024 Expansion : MTZ_S3#E06#7#2197,Snapshot Safari 2024 Expansion : MTZ_S3_E06,0,buffalo,syncerus caffer,african buffalo,,sequence,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,artiodactyla,ruminantia,,,bovidae,bovinae,bovini,syncerus,syncerus caffer,,,train
Snapshot Safari 2024 Expansion,https://storage.googleapis.com/public-datasets-lila/snapshot-safari-2024-expansion/MAD/MAD_S2/MAD03/MAD03_R7/MAD_S2_MAD03_R7_IMAG2320.JPG,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/snapshot-safari-2024-expansion/MAD/MAD_S2/MAD03/MAD03_R7/MAD_S2_MAD03_R7_IMAG2320.JPG,https://lilawildlife.blob.core.windows.net/lila-wildlife/snapshot-safari-2024-expansion/MAD/MAD_S2/MAD03/MAD03_R7/MAD_S2_MAD03_R7_IMAG2320.JPG,Snapshot Safari 2024 Expansion : MAD/MAD_S2/MAD03/MAD03_R7/MAD_S2_MAD03_R7_IMAG2320.JPG,Snapshot Safari 2024 Expansion : MAD_S2#MAD03#7#774,Snapshot Safari 2024 Expansion : MAD_S2_MAD03,0,buffalo,syncerus caffer,african buffalo,,sequence,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,artiodactyla,ruminantia,,,bovidae,bovinae,bovini,syncerus,syncerus caffer,,,train
WCS Camera Traps,https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0319/0657.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/wcs-unzipped/animals/0319/0657.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/wcs-unzipped/animals/0319/0657.jpg,WCS Camera Traps : 3bb533c3-92d5-11e9-804c-000d3a74c7de,WCS Camera Traps : ken-015-d0053-13,WCS Camera Traps : 1656,1,syncerus caffer,syncerus caffer,african buffalo,01-30-2010 14:29:01,sequence,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,artiodactyla,ruminantia,,,bovidae,bovinae,bovini,syncerus,syncerus caffer,,,train
Snapshot Safari 2024 Expansion,https://storage.googleapis.com/public-datasets-lila/snapshot-safari-2024-expansion/KRU/KRU_S3/21/21_R5/KRU_S3_21_R5_IMAG0113.JPG,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/snapshot-safari-2024-expansion/KRU/KRU_S3/21/21_R5/KRU_S3_21_R5_IMAG0113.JPG,https://lilawildlife.blob.core.windows.net/lila-wildlife/snapshot-safari-2024-expansion/KRU/KRU_S3/21/21_R5/KRU_S3_21_R5_IMAG0113.JPG,Snapshot Safari 2024 Expansion : KRU/KRU_S3/21/21_R5/KRU_S3_21_R5_IMAG0113.JPG,Snapshot Safari 2024 Expansion : KRU_S3#21#5#45,Snapshot Safari 2024 Expansion : KRU_S3_21,0,buffalo,syncerus caffer,african buffalo,,sequence,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,artiodactyla,ruminantia,,,bovidae,bovinae,bovini,syncerus,syncerus caffer,,,train
WCS Camera Traps,https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0345/1231.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/wcs-unzipped/animals/0345/1231.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/wcs-unzipped/animals/0345/1231.jpg,WCS Camera Traps : 453968ca-92d5-11e9-8551-000d3a74c7de,WCS Camera Traps : ken-016-d0057-29,WCS Camera Traps : 1278,30,syncerus caffer,syncerus caffer,african buffalo,02-19-2013 04:56:33,sequence,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,artiodactyla,ruminantia,,,bovidae,bovinae,bovini,syncerus,syncerus caffer,,,train
WCS Camera Traps,https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0345/1136.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/wcs-unzipped/animals/0345/1136.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/wcs-unzipped/animals/0345/1136.jpg,WCS Camera Traps : 453523ba-92d5-11e9-b2d1-000d3a74c7de,WCS Camera Traps : ken-016-d0057-6,WCS Camera Traps : 1278,595,syncerus caffer,syncerus caffer,african buffalo,02-19-2013 04:46:26,sequence,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,artiodactyla,ruminantia,,,bovidae,bovinae,bovini,syncerus,syncerus caffer,,,train
WCS Camera Traps,https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0376/0719.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/wcs-unzipped/animals/0376/0719.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/wcs-unzipped/animals/0376/0719.jpg,WCS Camera Traps : 5053576a-92d5-11e9-bdd5-000d3a74c7de,WCS Camera Traps : ken-014-d0163-51,WCS Camera Traps : 2764,17,syncerus caffer,syncerus caffer,african buffalo,10-06-2009 13:36:07,sequence,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,artiodactyla,ruminantia,,,bovidae,bovinae,bovini,syncerus,syncerus caffer,,,train
Snapshot Safari 2024 Expansion,https://storage.googleapis.com/public-datasets-lila/snapshot-safari-2024-expansion/SER/SER_S13/Q08/Q08_R1/SER_S13_Q08_R1_IMAG0785.JPG,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/snapshot-safari-2024-expansion/SER/SER_S13/Q08/Q08_R1/SER_S13_Q08_R1_IMAG0785.JPG,https://lilawildlife.blob.core.windows.net/lila-wildlife/snapshot-safari-2024-expansion/SER/SER_S13/Q08/Q08_R1/SER_S13_Q08_R1_IMAG0785.JPG,Snapshot Safari 2024 Expansion : SER/SER_S13/Q08/Q08_R1/SER_S13_Q08_R1_IMAG0785.JPG,Snapshot Safari 2024 Expansion : SER_S13#Q08#1#277,Snapshot Safari 2024 Expansion : SER_S13_Q08,1,buffalo,syncerus caffer,african buffalo,,sequence,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,artiodactyla,ruminantia,,,bovidae,bovinae,bovini,syncerus,syncerus caffer,,,train
Snapshot Safari 2024 Expansion,https://storage.googleapis.com/public-datasets-lila/snapshot-safari-2024-expansion/KRU/KRU_S2/18/18_R3/KRU_S2_18_R3_IMAG0125.JPG,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/snapshot-safari-2024-expansion/KRU/KRU_S2/18/18_R3/KRU_S2_18_R3_IMAG0125.JPG,https://lilawildlife.blob.core.windows.net/lila-wildlife/snapshot-safari-2024-expansion/KRU/KRU_S2/18/18_R3/KRU_S2_18_R3_IMAG0125.JPG,Snapshot Safari 2024 Expansion : KRU/KRU_S2/18/18_R3/KRU_S2_18_R3_IMAG0125.JPG,Snapshot Safari 2024 Expansion : KRU_S2#18#3#58,Snapshot Safari 2024 Expansion : KRU_S2_18,0,buffalo,syncerus caffer,african buffalo,,sequence,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,artiodactyla,ruminantia,,,bovidae,bovinae,bovini,syncerus,syncerus caffer,,,train
WCS Camera Traps,https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0193/1300.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/wcs-unzipped/animals/0193/1300.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/wcs-unzipped/animals/0193/1300.jpg,WCS Camera Traps : 0d4c4816-92d5-11e9-aa89-000d3a74c7de,WCS Camera Traps : ken-008-d0028-23,WCS Camera Traps : 1210,1,syncerus caffer,syncerus caffer,african buffalo,09-23-2010 01:39:08,sequence,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,artiodactyla,ruminantia,,,bovidae,bovinae,bovini,syncerus,syncerus caffer,,,train
