dataset_name,url_gcp,url_aws,url_azure,image_id,sequence_id,location_id,frame_num,original_label,scientific_name,common_name,datetime,annotation_level,kingdom,phylum,subphylum,superclass,class,subclass,infraclass,superorder,order,suborder,infraorder,superfamily,family,subfamily,tribe,genus,species,subspecies,variety,subset
WCS Camera Traps,https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0478/0384.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/wcs-unzipped/animals/0478/0384.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/wcs-unzipped/animals/0478/0384.jpg,WCS Camera Traps : 762a8118-92d5-11e9-9cc4-000d3a74c7de,WCS Camera Traps : lao-004-d0005-34,WCS Camera Traps : 3778,1,cuon alpinus,cuon alpinus,dhole,03-26-2011 15:34:00,sequence,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,carnivora,,,,canidae,,,cuon,cuon alpinus,,,train
WCS Camera Traps,https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0480/0787.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/wcs-unzipped/animals/0480/0787.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/wcs-unzipped/animals/0480/0787.jpg,WCS Camera Traps : 76f8589c-92d5-11e9-8748-000d3a74c7de,WCS Camera Traps : lao-005-d0227-15,WCS Camera Traps : 3877,1,cuon alpinus,cuon alpinus,dhole,04-11-2012 16:37:00,sequence,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,carnivora,,,,canidae,,,cuon,cuon alpinus,,,test
WCS Camera Traps,https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0477/0772.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/wcs-unzipped/animals/0477/0772.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/wcs-unzipped/animals/0477/0772.jpg,WCS Camera Traps : 75e05ae6-92d5-11e9-9d93-000d3a74c7de,WCS Camera Traps : lao-004-d0001-77,WCS Camera Traps : 3761,1,cuon alpinus,cuon alpinus,dhole,03-23-2011 06:21:00,sequence,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,carnivora,,,,canidae,,,cuon,cuon alpinus,,,test
WCS Camera Traps,https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0480/1413.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/wcs-unzipped/animals/0480/1413.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/wcs-unzipped/animals/0480/1413.jpg,WCS Camera Traps : 771494c8-92d5-11e9-87f4-000d3a74c7de,WCS Camera Traps : lao-005-d0200-3,WCS Camera Traps : 3888,2,cuon alpinus,cuon alpinus,dhole,03-08-2012 18:02:00,sequence,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,carnivora,,,,canidae,,,cuon,cuon alpinus,,,train
WCS Camera Traps,https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0477/0641.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/wcs-unzipped/animals/0477/0641.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/wcs-unzipped/animals/0477/0641.jpg,WCS Camera Traps : 75d9f1dc-92d5-11e9-8b52-000d3a74c7de,WCS Camera Traps : lao-004-d0002-85,WCS Camera Traps : 3761,1,cuon alpinus,cuon alpinus,dhole,03-21-2011 17:20:00,sequence,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,carnivora,,,,canidae,,,cuon,cuon alpinus,,,train
WCS Camera Traps,https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0458/0727.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/wcs-unzipped/animals/0458/0727.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/wcs-unzipped/animals/0458/0727.jpg,WCS Camera Traps : 6ee454fe-92d5-11e9-bb91-000d3a74c7de,WCS Camera Traps : idn-004-d0260-20,WCS Camera Traps : 3112,2,cuon alpinus,cuon alpinus,dhole,06-18-2013 11:09:38,sequence,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,carnivora,,,,canidae,,,cuon,cuon alpinus,,,train
WCS Camera Traps,https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0477/0648.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/wcs-unzipped/animals/0477/0648.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/wcs-unzipped/animals/0477/0648.jpg,WCS Camera Traps : 75da4018-92d5-11e9-95d5-000d3a74c7de,WCS Camera Traps : lao-004-d0002-92,WCS Camera Traps : 3761,1,cuon alpinus,cuon alpinus,dhole,03-22-2011 08:46:00,sequence,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,carnivora,,,,canidae,,,cuon,cuon alpinus,,,train
WCS Camera Traps,https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0476/1421.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/wcs-unzipped/animals/0476/1421.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/wcs-unzipped/animals/0476/1421.jpg,WCS Camera Traps : 75a12cfb-92d5-11e9-8892-000d3a74c7de,WCS Camera Traps : lao-001-d0095-2,WCS Camera Traps : 3489,1,cuon alpinus,cuon alpinus,dhole,11-21-2003 10:17:00,sequence,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,carnivora,,,,canidae,,,cuon,cuon alpinus,,,train
WCS Camera Traps,https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0477/0883.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/wcs-unzipped/animals/0477/0883.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/wcs-unzipped/animals/0477/0883.jpg,WCS Camera Traps : 75e51548-92d5-11e9-bc24-000d3a74c7de,WCS Camera Traps : lao-004-d0012-30,WCS Camera Traps : 3764,1,cuon alpinus,cuon alpinus,dhole,04-20-2011 06:36:00,sequence,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,carnivora,,,,canidae,,,cuon,cuon alpinus,,,train
WCS Camera Traps,https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0477/0653.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/wcs-unzipped/animals/0477/0653.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/wcs-unzipped/animals/0477/0653.jpg,WCS Camera Traps : 75da6710-92d5-11e9-971f-000d3a74c7de,WCS Camera Traps : lao-004-d0002-93,WCS Camera Traps : 3761,3,cuon alpinus,cuon alpinus,dhole,03-22-2011 14:00:00,sequence,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,carnivora,,,,canidae,,,cuon,cuon alpinus,,,train
WCS Camera Traps,https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0480/1290.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/wcs-unzipped/animals/0480/1290.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/wcs-unzipped/animals/0480/1290.jpg,WCS Camera Traps : 770ec7ff-92d5-11e9-9144-000d3a74c7de,WCS Camera Traps : lao-005-d0195-7,WCS Camera Traps : 3886,1,cuon alpinus,cuon alpinus,dhole,04-30-2012 10:37:00,sequence,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,carnivora,,,,canidae,,,cuon,cuon alpinus,,,train
WCS Camera Traps,https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0478/1512.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/wcs-unzipped/animals/0478/1512.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/wcs-unzipped/animals/0478/1512.jpg,WCS Camera Traps : 765f9ae2-92d5-11e9-9dc3-000d3a74c7de,WCS Camera Traps : lao-005-d0019-16,WCS Camera Traps : 3793,1,cuon alpinus,cuon alpinus,dhole,02-24-2012 06:24:00,sequence,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,carnivora,,,,canidae,,,cuon,cuon alpinus,,,train
WCS Camera Traps,https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0479/1517.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/wcs-unzipped/animals/0479/1517.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/wcs-unzipped/animals/0479/1517.jpg,WCS Camera Traps : 76bcfd7b-92d5-11e9-85ab-000d3a74c7de,WCS Camera Traps : lao-005-d0176-12,WCS Camera Traps : 3848,2,cuon alpinus,cuon alpinus,dhole,05-09-2012 09:05:00,sequence,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,carnivora,,,,canidae,,,cuon,cuon alpinus,,,train
WCS Camera Traps,https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0476/1184.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/wcs-unzipped/animals/0476/1184.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/wcs-unzipped/animals/0476/1184.jpg,WCS Camera Traps : 75960932-92d5-11e9-8dcd-000d3a74c7de,WCS Camera Traps : lao-001-d0053-3,WCS Camera Traps : 3467,1,cuon alpinus,cuon alpinus,dhole,10-24-2003 12:00:00,sequence,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,carnivora,,,,canidae,,,cuon,cuon alpinus,,,train
WCS Camera Traps,https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0420/1460.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/wcs-unzipped/animals/0420/1460.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/wcs-unzipped/animals/0420/1460.jpg,WCS Camera Traps : 60759020-92d5-11e9-b0f2-000d3a74c7de,WCS Camera Traps : idn-004-d0018-13,WCS Camera Traps : 2996,10,cuon alpinus,cuon alpinus,dhole,02-02-2013 11:53:39,sequence,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,carnivora,,,,canidae,,,cuon,cuon alpinus,,,train
WCS Camera Traps,https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0478/1556.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/wcs-unzipped/animals/0478/1556.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/wcs-unzipped/animals/0478/1556.jpg,WCS Camera Traps : 76616f8a-92d5-11e9-87f8-000d3a74c7de,WCS Camera Traps : lao-005-d0020-10,WCS Camera Traps : 3793,2,cuon alpinus,cuon alpinus,dhole,02-21-2012 10:58:00,sequence,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,carnivora,,,,canidae,,,cuon,cuon alpinus,,,train
WCS Camera Traps,https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0477/0705.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/wcs-unzipped/animals/0477/0705.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/wcs-unzipped/animals/0477/0705.jpg,WCS Camera Traps : 75dd4d30-92d5-11e9-a24b-000d3a74c7de,WCS Camera Traps : lao-004-d0001-25,WCS Camera Traps : 3761,3,cuon alpinus,cuon alpinus,dhole,02-10-2011 10:07:00,sequence,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,carnivora,,,,canidae,,,cuon,cuon alpinus,,,train
WCS Camera Traps,https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0458/0736.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/wcs-unzipped/animals/0458/0736.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/wcs-unzipped/animals/0458/0736.jpg,WCS Camera Traps : 6ee4ca26-92d5-11e9-a5fd-000d3a74c7de,WCS Camera Traps : idn-004-d0261-5,WCS Camera Traps : 3112,1,cuon alpinus,cuon alpinus,dhole,06-18-2013 11:09:15,sequence,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,carnivora,,,,canidae,,,cuon,cuon alpinus,,,train
WCS Camera Traps,https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0480/1312.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/wcs-unzipped/animals/0480/1312.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/wcs-unzipped/animals/0480/1312.jpg,WCS Camera Traps : 770fb25a-92d5-11e9-9352-000d3a74c7de,WCS Camera Traps : lao-005-d0196-13,WCS Camera Traps : 3886,3,cuon alpinus,cuon alpinus,dhole,04-30-2012 10:25:00,sequence,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,carnivora,,,,canidae,,,cuon,cuon alpinus,,,train
WCS Camera Traps,https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0478/0453.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/wcs-unzipped/animals/0478/0453.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/wcs-unzipped/animals/0478/0453.jpg,WCS Camera Traps : 762db595-92d5-11e9-a277-000d3a74c7de,WCS Camera Traps : lao-004-d0006-31,WCS Camera Traps : 3778,3,cuon alpinus,cuon alpinus,dhole,03-26-2011 15:51:00,sequence,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,carnivora,,,,canidae,,,cuon,cuon alpinus,,,train
WCS Camera Traps,https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0477/0875.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/wcs-unzipped/animals/0477/0875.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/wcs-unzipped/animals/0477/0875.jpg,WCS Camera Traps : 75e4c74a-92d5-11e9-ab76-000d3a74c7de,WCS Camera Traps : lao-004-d0012-26,WCS Camera Traps : 3764,5,cuon alpinus,cuon alpinus,dhole,04-19-2011 16:07:00,sequence,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,carnivora,,,,canidae,,,cuon,cuon alpinus,,,train
WCS Camera Traps,https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0477/0652.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/wcs-unzipped/animals/0477/0652.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/wcs-unzipped/animals/0477/0652.jpg,WCS Camera Traps : 75da670e-92d5-11e9-b3ff-000d3a74c7de,WCS Camera Traps : lao-004-d0002-93,WCS Camera Traps : 3761,2,cuon alpinus,cuon alpinus,dhole,03-22-2011 14:00:00,sequence,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,carnivora,,,,canidae,,,cuon,cuon alpinus,,,train
WCS Camera Traps,https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0478/1384.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/wcs-unzipped/animals/0478/1384.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/wcs-unzipped/animals/0478/1384.jpg,WCS Camera Traps : 7659ced5-92d5-11e9-84a1-000d3a74c7de,WCS Camera Traps : lao-005-d0008-5,WCS Camera Traps : 3790,2,cuon alpinus,cuon alpinus,dhole,02-22-2012 14:02:00,sequence,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,carnivora,,,,canidae,,,cuon,cuon alpinus,,,train
WCS Camera Traps,https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0479/0770.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/wcs-unzipped/animals/0479/0770.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/wcs-unzipped/animals/0479/0770.jpg,WCS Camera Traps : 7699e524-92d5-11e9-8b12-000d3a74c7de,WCS Camera Traps : lao-005-d0062-3,WCS Camera Traps : 3820,1,cuon alpinus,cuon alpinus,dhole,04-01-2012 07:21:00,sequence,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,carnivora,,,,canidae,,,cuon,cuon alpinus,,,test
WCS Camera Traps,https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0477/0769.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/wcs-unzipped/animals/0477/0769.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/wcs-unzipped/animals/0477/0769.jpg,WCS Camera Traps : 75e0334c-92d5-11e9-9ee6-000d3a74c7de,WCS Camera Traps : lao-004-d0001-76,WCS Camera Traps : 3761,1,cuon alpinus,cuon alpinus,dhole,03-22-2011 13:57:00,sequence,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,carnivora,,,,canidae,,,cuon,cuon alpinus,,,test
WCS Camera Traps,https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0476/1178.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/wcs-unzipped/animals/0476/1178.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/wcs-unzipped/animals/0476/1178.jpg,WCS Camera Traps : 7595bbb9-92d5-11e9-bdf1-000d3a74c7de,WCS Camera Traps : lao-001-d0052-5,WCS Camera Traps : 3467,1,cuon alpinus,cuon alpinus,dhole,11-04-2003 11:38:00,sequence,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,carnivora,,,,canidae,,,cuon,cuon alpinus,,,test
WCS Camera Traps,https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0480/1445.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/wcs-unzipped/animals/0480/1445.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/wcs-unzipped/animals/0480/1445.jpg,WCS Camera Traps : 77161b4a-92d5-11e9-8759-000d3a74c7de,WCS Camera Traps : lao-005-d0199-2,WCS Camera Traps : 3888,1,cuon alpinus,cuon alpinus,dhole,03-08-2012 18:01:00,sequence,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,carnivora,,,,canidae,,,cuon,cuon alpinus,,,train
WCS Camera Traps,https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0477/0768.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/wcs-unzipped/animals/0477/0768.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/wcs-unzipped/animals/0477/0768.jpg,WCS Camera Traps : 75e0334a-92d5-11e9-8f35-000d3a74c7de,WCS Camera Traps : lao-004-d0001-75,WCS Camera Traps : 3761,3,cuon alpinus,cuon alpinus,dhole,03-22-2011 08:43:00,sequence,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,carnivora,,,,canidae,,,cuon,cuon alpinus,,,train
WCS Camera Traps,https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0477/0770.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/wcs-unzipped/animals/0477/0770.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/wcs-unzipped/animals/0477/0770.jpg,WCS Camera Traps : 75e0334e-92d5-11e9-8259-000d3a74c7de,WCS Camera Traps : lao-004-d0001-76,WCS Camera Traps : 3761,2,cuon alpinus,cuon alpinus,dhole,03-22-2011 13:57:00,sequence,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,carnivora,,,,canidae,,,cuon,cuon alpinus,,,train
