url_gcp,image_id,sequence_id,location_id,frame_num,common_name,datetime,class_number,subset
https://storage.googleapis.com/public-datasets-lila/snapshot-safari-2024-expansion/Snapshot South Africa/DHP/DHP_S2/WA02/WA02_R3/DHP_S2_WA02_R3_IMAG2849.JPG,Snapshot Safari 2024 Expansion : Snapshot South Africa/DHP/DHP_S2/WA02/WA02_R3/DHP_S2_WA02_R3_IMAG2849.JPG,Snapshot Safari 2024 Expansion : DHP_S2#WA02#3#950,Snapshot Safari 2024 Expansion : DHP_S2_WA02,1,bird,,10,train
https://storage.googleapis.com/public-datasets-lila/snapshot-safari-2024-expansion/APN/APN_S4/JJ5/JJ5_R14/APN_S4_JJ5_R14_IMAG0442.JPG,Snapshot Safari 2024 Expansion : APN/APN_S4/JJ5/JJ5_R14/APN_S4_JJ5_R14_IMAG0442.JPG,Snapshot Safari 2024 Expansion : APN_S4#JJ5#14#209,Snapshot Safari 2024 Expansion : APN_S4_JJ5,1,bird,,10,train
https://storage.googleapis.com/public-datasets-lila/channel-islands-camera-traps/images/loc-h500ee07133495/002/582.jpg,Channel Islands Camera Traps : 98ec38e3-4a64-416d-ab7a-512aef362d06,Channel Islands Camera Traps : 7b817dd4-116e-464b-af16-e975a3dc5dde,Channel Islands Camera Traps : h500ee07133495,0,bird,,10,train
https://storage.googleapis.com/public-datasets-lila/snapshot-safari-2024-expansion/KRU/KRU_S2/11/11_R4/KRU_S2_11_R4_IMAG0082.JPG,Snapshot Safari 2024 Expansion : KRU/KRU_S2/11/11_R4/KRU_S2_11_R4_IMAG0082.JPG,Snapshot Safari 2024 Expansion : KRU_S2#11#4#47,Snapshot Safari 2024 Expansion : KRU_S2_11,1,bird,,10,train
https://storage.googleapis.com/public-datasets-lila/wellington-unzipped/images/241215145654017c1132.JPG,Wellington Camera Traps : 241215145654017c1132,Wellington Camera Traps : 35806,Wellington Camera Traps : 017c,1,bird,12-24-2015 14:56:00,10,val
https://storage.googleapis.com/public-datasets-lila/wellington-unzipped/images/0107150813280220S112.JPG,Wellington Camera Traps : 0107150813280220S112,Wellington Camera Traps : 65672,Wellington Camera Traps : 220,1,bird,07-01-2015 08:13:00,10,train
https://storage.googleapis.com/public-datasets-lila/channel-islands-camera-traps/images/loc-h500ee07133450/005/060.jpg,Channel Islands Camera Traps : fb7fdf05-a0ae-4122-88de-0fb061d4bb57,Channel Islands Camera Traps : 3c158aa9-a015-4911-826d-ec103205e203,Channel Islands Camera Traps : h500ee07133450,0,bird,,10,train
https://storage.googleapis.com/public-datasets-lila/wellington-unzipped/images/130116083530010b7393.JPG,Wellington Camera Traps : 130116083530010b7393,Wellington Camera Traps : 47321,Wellington Camera Traps : 010b,2,bird,01-13-2016 08:35:00,10,train
https://storage.googleapis.com/public-datasets-lila/wellington-unzipped/images/23111506223812669961.JPG,Wellington Camera Traps : 23111506223812669961,Wellington Camera Traps : 81480,Wellington Camera Traps : 1266,2,bird,11-23-2015 06:22:00,10,test
https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0498/0385.jpg,WCS Camera Traps : 7d825456-92d5-11e9-924c-000d3a74c7de,WCS Camera Traps : bol-021-d0015-101,WCS Camera Traps : 3905,10,bird,05-19-2012 06:55:47,10,train
https://storage.googleapis.com/public-datasets-lila/wellington-unzipped/images/301215055742026as243.JPG,Wellington Camera Traps : 301215055742026as243,Wellington Camera Traps : 37734,Wellington Camera Traps : 026a,2,bird,12-30-2015 05:57:00,10,train
https://storage.googleapis.com/public-datasets-lila/snapshot-safari-2024-expansion/CDB/CDB_S1/B06/B06_R2/CDB_S1_B06_R2_IMAG0469.JPG,Snapshot Safari 2024 Expansion : CDB/CDB_S1/B06/B06_R2/CDB_S1_B06_R2_IMAG0469.JPG,Snapshot Safari 2024 Expansion : CDB_S1#B06#2#196,Snapshot Safari 2024 Expansion : CDB_S1_B06,1,bird,,10,train
https://storage.googleapis.com/public-datasets-lila/swg-camera-traps/public/lao/loc_0715/2019/03/image_00074.jpg,SWG Camera Traps : d59ac23a-8c29-11eb-b03d-000d3a74c7de,SWG Camera Traps : 113c668b-8c2a-11eb-851d-000d3a74c7de,SWG Camera Traps : loc_0715,2,bird,03-28-2019 09:19:37,10,train
https://storage.googleapis.com/public-datasets-lila/wellington-unzipped/images/120116151916024a5103.JPG,Wellington Camera Traps : 120116151916024a5103,Wellington Camera Traps : 5343,Wellington Camera Traps : 024a,2,bird,01-12-2016 15:19:00,10,train
https://storage.googleapis.com/public-datasets-lila/wellington-unzipped/images/110716090650043a7516.JPG,Wellington Camera Traps : 110716090650043a7516,Wellington Camera Traps : 41484,Wellington Camera Traps : 043a,2,bird,07-11-2016 09:06:00,10,train
https://storage.googleapis.com/public-datasets-lila/wellington-unzipped/images/170116091152040c6241.JPG,Wellington Camera Traps : 170116091152040c6241,Wellington Camera Traps : 41243,Wellington Camera Traps : 040c,0,bird,01-17-2016 09:11:00,10,train
https://storage.googleapis.com/public-datasets-lila/wellington-unzipped/images/080416175414014b9233.JPG,Wellington Camera Traps : 080416175414014b9233,Wellington Camera Traps : 13271,Wellington Camera Traps : 014b,2,bird,04-08-2016 17:54:00,10,train
https://storage.googleapis.com/public-datasets-lila/wellington-unzipped/images/170116083508033b8283.JPG,Wellington Camera Traps : 170116083508033b8283,Wellington Camera Traps : 25881,Wellington Camera Traps : 033b,2,bird,01-17-2016 08:35:00,10,test
https://storage.googleapis.com/public-datasets-lila/wellington-unzipped/images/250916095358007bs383.JPG,Wellington Camera Traps : 250916095358007bs383,Wellington Camera Traps : 21321,Wellington Camera Traps : 007b,2,bird,09-25-2016 09:53:00,10,train
https://storage.googleapis.com/public-datasets-lila/wellington-unzipped/images/18051513533416753393.JPG,Wellington Camera Traps : 18051513533416753393,Wellington Camera Traps : 82547,Wellington Camera Traps : 1675,1,bird,05-18-2015 13:53:00,10,train
https://storage.googleapis.com/public-datasets-lila/snapshotserengeti-unzipped/S7/E09/E09_R2/S7_E09_R2_IMAG2776.JPG,Snapshot Serengeti : S7/E09/E09_R2/S7_E09_R2_IMAG2776,Snapshot Serengeti : SER_S7#E09#2#931,Snapshot Serengeti : E09,2,bird,07-14-2013 15:06:31,10,test
https://storage.googleapis.com/public-datasets-lila/wellington-unzipped/images/09111514262608911111.JPG,Wellington Camera Traps : 09111514262608911111,Wellington Camera Traps : 79629,Wellington Camera Traps : 891,0,bird,11-09-2015 14:26:00,10,train
https://storage.googleapis.com/public-datasets-lila/wellington-unzipped/images/070516091704027b1121.JPG,Wellington Camera Traps : 070516091704027b1121,Wellington Camera Traps : 15201,Wellington Camera Traps : 027b,1,bird,05-07-2016 09:17:00,10,test
https://storage.googleapis.com/public-datasets-lila/wellington-unzipped/images/05111506470408899236.JPG,Wellington Camera Traps : 05111506470408899236,Wellington Camera Traps : 79314,Wellington Camera Traps : 889,2,bird,11-05-2015 06:47:00,10,train
https://storage.googleapis.com/public-datasets-lila/snapshotserengeti-unzipped/S2/I10/I10_R3/S2_I10_R3_IMAG0234.JPG,Snapshot Serengeti : S2/I10/I10_R3/S2_I10_R3_IMAG0234,Snapshot Serengeti : SER_S2#I10#3#88,Snapshot Serengeti : I10,1,bird,05-22-2011 15:00:40,10,train
https://storage.googleapis.com/public-datasets-lila/wellington-unzipped/images/301215085156012bs393.JPG,Wellington Camera Traps : 301215085156012bs393,Wellington Camera Traps : 57685,Wellington Camera Traps : 012b,2,bird,12-30-2015 08:51:00,10,train
https://storage.googleapis.com/public-datasets-lila/wellington-unzipped/images/090416010444041c1133.JPG,Wellington Camera Traps : 090416010444041c1133,Wellington Camera Traps : 52818,Wellington Camera Traps : 041c,1,bird,04-09-2016 01:04:00,10,test
https://storage.googleapis.com/public-datasets-lila/snapshot-safari-2024-expansion/MAD/MAD_S1/MAD06/MAD06_R4/MAD_S1_MAD06_R4_IMAG0255.JPG,Snapshot Safari 2024 Expansion : MAD/MAD_S1/MAD06/MAD06_R4/MAD_S1_MAD06_R4_IMAG0255.JPG,Snapshot Safari 2024 Expansion : MAD_S1#MAD06#4#85,Snapshot Safari 2024 Expansion : MAD_S1_MAD06,2,bird,,10,train
https://storage.googleapis.com/public-datasets-lila/snapshot-safari-2024-expansion/APN/APN_S2/6U/6U_R3/APN_S2_6U_R3_IMAG0182.JPG,Snapshot Safari 2024 Expansion : APN/APN_S2/6U/6U_R3/APN_S2_6U_R3_IMAG0182.JPG,Snapshot Safari 2024 Expansion : APN_S2#6U#3#74,Snapshot Safari 2024 Expansion : APN_S2_6U,1,bird,,10,test
https://storage.googleapis.com/public-datasets-lila/snapshotserengeti-unzipped/S4/F13/F13_R2/S4_F13_R2_IMAG1566.JPG,Snapshot Serengeti : S4/F13/F13_R2/S4_F13_R2_IMAG1566,Snapshot Serengeti : SER_S4#F13#2#554,Snapshot Serengeti : F13,1,bird,05-14-2012 14:36:18,10,train
https://storage.googleapis.com/public-datasets-lila/swg-camera-traps/public/lao/loc_0195/2018/09/image_00374.jpg,SWG Camera Traps : ce41a7d5-8c29-11eb-8cbb-000d3a74c7de,SWG Camera Traps : 04ce5ab0-8c2a-11eb-ae1a-000d3a74c7de,SWG Camera Traps : loc_0195,0,bird,09-23-2018 12:41:38,10,train
https://storage.googleapis.com/public-datasets-lila/wellington-unzipped/images/300916075704033c0152.JPG,Wellington Camera Traps : 300916075704033c0152,Wellington Camera Traps : 25932,Wellington Camera Traps : 033c,1,bird,09-30-2016 07:57:00,10,train
https://storage.googleapis.com/public-datasets-lila/snapshotserengeti-unzipped/S1/H07/H07_R1/S1_H07_R1_PICT0396.JPG,Snapshot Serengeti : S1/H07/H07_R1/S1_H07_R1_PICT0396,Snapshot Serengeti : SER_S1#H07#1#396,Snapshot Serengeti : H07,1,bird,08-20-2010 12:55:08,10,train
https://storage.googleapis.com/public-datasets-lila/wellington-unzipped/images/11111505344405496241.JPG,Wellington Camera Traps : 11111505344405496241,Wellington Camera Traps : 72594,Wellington Camera Traps : 549,0,bird,11-11-2015 05:34:00,10,train
https://storage.googleapis.com/public-datasets-lila/snapshot-safari-2024-expansion/MAD/MAD_S1/MAD06/MAD06_R4/MAD_S1_MAD06_R4_IMAG2182.JPG,Snapshot Safari 2024 Expansion : MAD/MAD_S1/MAD06/MAD06_R4/MAD_S1_MAD06_R4_IMAG2182.JPG,Snapshot Safari 2024 Expansion : MAD_S1#MAD06#4#728,Snapshot Safari 2024 Expansion : MAD_S1_MAD06,0,bird,,10,train
https://storage.googleapis.com/public-datasets-lila/snapshot-safari-2024-expansion/KAR/KAR_S3/KARWA01/KARWA01_R8/KAR_S3_KARWA01_R8_IMAG0401.JPG,Snapshot Safari 2024 Expansion : KAR/KAR_S3/KARWA01/KARWA01_R8/KAR_S3_KARWA01_R8_IMAG0401.JPG,Snapshot Safari 2024 Expansion : KAR_S3#KARWA01#8#134,Snapshot Safari 2024 Expansion : KAR_S3_KARWA01,1,bird,,10,train
https://storage.googleapis.com/public-datasets-lila/snapshotserengeti-unzipped/S6/P13/P13_R2/S6_P13_R2_IMAG1266.JPG,Snapshot Serengeti : S6/P13/P13_R2/S6_P13_R2_IMAG1266,Snapshot Serengeti : SER_S6#P13#2#440,Snapshot Serengeti : P13,1,bird,02-27-2013 12:30:12,10,train
https://storage.googleapis.com/public-datasets-lila/snapshotserengeti-unzipped/S7/L05/L05_R2/S7_L05_R2_IMAG2530.JPG,Snapshot Serengeti : S7/L05/L05_R2/S7_L05_R2_IMAG2530,Snapshot Serengeti : SER_S7#L05#2#845,Snapshot Serengeti : L05,3,bird,07-19-2013 12:11:15,10,train
https://storage.googleapis.com/public-datasets-lila/wellington-unzipped/images/1903151659240891S532.JPG,Wellington Camera Traps : 1903151659240891S532,Wellington Camera Traps : 88889,Wellington Camera Traps : 891,1,bird,03-19-2015 16:59:00,10,train
https://storage.googleapis.com/public-datasets-lila/snapshot-safari-2024-expansion/MAD/MAD_S3/MAD04/MAD04_R08/MAD_S3_MAD04_R08_IMAG0592.JPG,Snapshot Safari 2024 Expansion : MAD/MAD_S3/MAD04/MAD04_R08/MAD_S3_MAD04_R08_IMAG0592.JPG,Snapshot Safari 2024 Expansion : MAD_S3#MAD04#08#198,Snapshot Safari 2024 Expansion : MAD_S3_MAD04,0,bird,,10,val
https://storage.googleapis.com/public-datasets-lila/swg-camera-traps/public/lao/loc_0594/2020/06/image_00182.jpg,SWG Camera Traps : d4816deb-8c29-11eb-a1e3-000d3a74c7de,SWG Camera Traps : f0c7e6c4-8c29-11eb-82c5-000d3a74c7de,SWG Camera Traps : loc_0594,2,bird,06-15-2020 16:24:38,10,val
https://storage.googleapis.com/public-datasets-lila/channel-islands-camera-traps/images/loc-h500fe12144668/000/186.jpg,Channel Islands Camera Traps : 485a32c6-8477-42cb-b17e-1900d421120b,Channel Islands Camera Traps : 880a3d35-c0ff-441a-be5f-e42b06fe2fab,Channel Islands Camera Traps : h500fe12144668,9,bird,,10,train
https://storage.googleapis.com/public-datasets-lila/snapshotserengeti-unzipped/S7/P13/P13_R1/S7_P13_R1_IMAG6194.JPG,Snapshot Serengeti : S7/P13/P13_R1/S7_P13_R1_IMAG6194,Snapshot Serengeti : SER_S7#P13#1#2138,Snapshot Serengeti : P13,1,bird,06-21-2013 15:13:59,10,train
https://storage.googleapis.com/public-datasets-lila/snapshotserengeti-unzipped/S10/R12/R12_R1/S10_R12_R1_IMAG2441.JPG,Snapshot Serengeti : S10/R12/R12_R1/S10_R12_R1_IMAG2441,Snapshot Serengeti : SER_S10#R12#1#819,Snapshot Serengeti : R12,1,bird,02-10-2015 13:50:37,10,train
https://storage.googleapis.com/public-datasets-lila/snapshot-safari-2024-expansion/SER/SER_S12/J12/J12_R3/SER_S12_J12_R3_IMAG1212.JPG,Snapshot Safari 2024 Expansion : SER/SER_S12/J12/J12_R3/SER_S12_J12_R3_IMAG1212.JPG,Snapshot Safari 2024 Expansion : SER_S12#J12#3#431,Snapshot Safari 2024 Expansion : SER_S12_J12,1,bird,,10,train
https://storage.googleapis.com/public-datasets-lila/wellington-unzipped/images/15111507593202201161.JPG,Wellington Camera Traps : 15111507593202201161,Wellington Camera Traps : 83527,Wellington Camera Traps : 220,0,bird,11-15-2015 07:59:00,10,train
https://storage.googleapis.com/public-datasets-lila/swg-camera-traps/public/lao/loc_0100/2018/09/image_00019.jpg,SWG Camera Traps : cd2aada8-8c29-11eb-bd8f-000d3a74c7de,SWG Camera Traps : f593bdf5-8c29-11eb-af87-000d3a74c7de,SWG Camera Traps : loc_0100,0,bird,09-29-2018 00:54:35,10,train
https://storage.googleapis.com/public-datasets-lila/snapshot-safari-2024-expansion/SER/SER_S13/P10/P10_R1/SER_S13_P10_R1_IMAG0087.JPG,Snapshot Safari 2024 Expansion : SER/SER_S13/P10/P10_R1/SER_S13_P10_R1_IMAG0087.JPG,Snapshot Safari 2024 Expansion : SER_S13#P10#1#33,Snapshot Safari 2024 Expansion : SER_S13_P10,2,bird,,10,test
https://storage.googleapis.com/public-datasets-lila/snapshot-safari-2024-expansion/MAD/MAD_S2/MAD05/MAD05_R6/MAD_S2_MAD05_R6_IMAG0788.JPG,Snapshot Safari 2024 Expansion : MAD/MAD_S2/MAD05/MAD05_R6/MAD_S2_MAD05_R6_IMAG0788.JPG,Snapshot Safari 2024 Expansion : MAD_S2#MAD05#6#263,Snapshot Safari 2024 Expansion : MAD_S2_MAD05,1,bird,,10,train
https://storage.googleapis.com/public-datasets-lila/wellington-unzipped/images/051116062044021a8282.JPG,Wellington Camera Traps : 051116062044021a8282,Wellington Camera Traps : 14207,Wellington Camera Traps : 021a,1,bird,11-05-2016 06:20:00,10,test
https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0471/1206.jpg,WCS Camera Traps : 73c34994-92d5-11e9-b460-000d3a74c7de,WCS Camera Traps : bol-020-d0007-13,WCS Camera Traps : 3424,10,bird,05-14-2012 13:29:58,10,train
https://storage.googleapis.com/public-datasets-lila/wellington-unzipped/images/30101515495408911113.JPG,Wellington Camera Traps : 30101515495408911113,Wellington Camera Traps : 79679,Wellington Camera Traps : 891,2,bird,10-30-2015 15:49:00,10,train
https://storage.googleapis.com/public-datasets-lila/wellington-unzipped/images/280116181448002b7352.JPG,Wellington Camera Traps : 280116181448002b7352,Wellington Camera Traps : 45772,Wellington Camera Traps : 002b,1,bird,01-28-2016 18:14:00,10,train
https://storage.googleapis.com/public-datasets-lila/snapshotserengeti-unzipped/S1/I09/I09_R1/S1_I09_R1_PICT0694.JPG,Snapshot Serengeti : S1/I09/I09_R1/S1_I09_R1_PICT0694,Snapshot Serengeti : SER_S1#I09#1#234,Snapshot Serengeti : I09,3,bird,09-29-2010 17:18:00,10,train
https://storage.googleapis.com/public-datasets-lila/wellington-unzipped/images/13091506504203249701.JPG,Wellington Camera Traps : 13091506504203249701,Wellington Camera Traps : 69103,Wellington Camera Traps : 324,0,bird,09-13-2015 06:50:00,10,train
https://storage.googleapis.com/public-datasets-lila/snapshotserengeti-unzipped/S9/H05/H05_R2/S9_H05_R2_IMAG2286.JPG,Snapshot Serengeti : S9/H05/H05_R2/S9_H05_R2_IMAG2286,Snapshot Serengeti : SER_S9#H05#2#830,Snapshot Serengeti : H05,2,bird,10-15-2014 12:00:49,10,train
https://storage.googleapis.com/public-datasets-lila/wellington-unzipped/images/171215081634049a5951.JPG,Wellington Camera Traps : 171215081634049a5951,Wellington Camera Traps : 54848,Wellington Camera Traps : 049a,0,bird,12-17-2015 08:16:00,10,val
https://storage.googleapis.com/public-datasets-lila/swg-camera-traps/public/lao/loc_0698/2018/09/image_00128.jpg,SWG Camera Traps : d699e36c-8c29-11eb-afb4-000d3a74c7de,SWG Camera Traps : 1ddafe05-8c2a-11eb-b53b-000d3a74c7de,SWG Camera Traps : loc_0698,0,bird,09-09-2018 10:21:02,10,train
https://storage.googleapis.com/public-datasets-lila/snapshotserengeti-unzipped/S10/K05/K05_R1/S10_K05_R1_IMAG0709.JPG,Snapshot Serengeti : S10/K05/K05_R1/S10_K05_R1_IMAG0709,Snapshot Serengeti : SER_S10#K05#1#242,Snapshot Serengeti : K05,2,bird,01-31-2015 11:07:37,10,train
https://storage.googleapis.com/public-datasets-lila/wellington-unzipped/images/190116075606022a7514.JPG,Wellington Camera Traps : 190116075606022a7514,Wellington Camera Traps : 19538,Wellington Camera Traps : 022a,1,bird,01-19-2016 07:56:00,10,train
https://storage.googleapis.com/public-datasets-lila/wellington-unzipped/images/060816163638011a5902.JPG,Wellington Camera Traps : 060816163638011a5902,Wellington Camera Traps : 2300,Wellington Camera Traps : 011a,1,bird,08-06-2016 16:36:00,10,train
https://storage.googleapis.com/public-datasets-lila/wellington-unzipped/images/1304150753440285S072.JPG,Wellington Camera Traps : 1304150753440285S072,Wellington Camera Traps : 68716,Wellington Camera Traps : 285,1,bird,04-13-2015 07:53:00,10,val
https://storage.googleapis.com/public-datasets-lila/swg-camera-traps/public/lao/loc_0068/2017/11/image_00048.jpg,SWG Camera Traps : c89ccd64-8c29-11eb-b713-000d3a74c7de,SWG Camera Traps : 32536865-8c2a-11eb-bec7-000d3a74c7de,SWG Camera Traps : loc_0068,0,bird,11-22-2017 16:22:51,10,test
https://storage.googleapis.com/public-datasets-lila/wellington-unzipped/images/080716122052017c5903.JPG,Wellington Camera Traps : 080716122052017c5903,Wellington Camera Traps : 49240,Wellington Camera Traps : 017c,1,bird,07-08-2016 12:20:00,10,val
https://storage.googleapis.com/public-datasets-lila/wellington-unzipped/images/110816083126045c7511.JPG,Wellington Camera Traps : 110816083126045c7511,Wellington Camera Traps : 62530,Wellington Camera Traps : 045c,2,bird,08-11-2016 08:31:00,10,train
https://storage.googleapis.com/public-datasets-lila/snapshot-safari-2024-expansion/Snapshot South Africa/MLP/MLP_S3/E05/E05_R6/MLP_S3_E05_R6_IMAG0049.JPG,Snapshot Safari 2024 Expansion : Snapshot South Africa/MLP/MLP_S3/E05/E05_R6/MLP_S3_E05_R6_IMAG0049.JPG,Snapshot Safari 2024 Expansion : MLP_S3#E05#6#17,Snapshot Safari 2024 Expansion : MLP_S3_E05,0,bird,,10,test
https://storage.googleapis.com/public-datasets-lila/channel-islands-camera-traps/images/loc-h500hh07215885/000/246.jpg,Channel Islands Camera Traps : 87d08284-8186-4202-9d96-3b60faa45fbe,Channel Islands Camera Traps : a104259c-c5c8-472a-9dbe-96a2364202d6,Channel Islands Camera Traps : h500hh07215885,0,bird,,10,train
https://storage.googleapis.com/public-datasets-lila/wellington-unzipped/images/2204150900040194S223.JPG,Wellington Camera Traps : 2204150900040194S223,Wellington Camera Traps : 65142,Wellington Camera Traps : 194,2,bird,04-22-2015 09:00:00,10,train
https://storage.googleapis.com/public-datasets-lila/wellington-unzipped/images/1905151100240324L072.JPG,Wellington Camera Traps : 1905151100240324L072,Wellington Camera Traps : 69321,Wellington Camera Traps : 324,1,bird,05-19-2015 11:00:00,10,train
https://storage.googleapis.com/public-datasets-lila/wellington-unzipped/images/160716115516005as131.JPG,Wellington Camera Traps : 160716115516005as131,Wellington Camera Traps : 31597,Wellington Camera Traps : 005a,0,bird,07-16-2016 11:55:00,10,train
https://storage.googleapis.com/public-datasets-lila/wellington-unzipped/images/1406150828500220S112.JPG,Wellington Camera Traps : 1406150828500220S112,Wellington Camera Traps : 65717,Wellington Camera Traps : 220,1,bird,06-14-2015 08:28:00,10,train
https://storage.googleapis.com/public-datasets-lila/snapshotserengeti-unzipped/SER_S11/G07/G07_R2/SER_S11_G07_R2_IMAG1442.JPG,Snapshot Serengeti : SER_S11/G07/G07_R2/SER_S11_G07_R2_IMAG1442,Snapshot Serengeti : SER_S11#G07#2#506,Snapshot Serengeti : G07,2,bird,11-22-2015 17:38:03,10,train
https://storage.googleapis.com/public-datasets-lila/swg-camera-traps/public/lao/loc_0281/2018/12/image_00048.jpg,SWG Camera Traps : d1ea9b8b-8c29-11eb-8fbd-000d3a74c7de,SWG Camera Traps : e0511af7-8c29-11eb-ae4f-000d3a74c7de,SWG Camera Traps : loc_0281,0,bird,12-14-2018 12:45:51,10,train
https://storage.googleapis.com/public-datasets-lila/wellington-unzipped/images/21101510490808425172.JPG,Wellington Camera Traps : 21101510490808425172,Wellington Camera Traps : 77573,Wellington Camera Traps : 842,1,bird,10-21-2015 10:49:00,10,train
https://storage.googleapis.com/public-datasets-lila/wellington-unzipped/images/090216152050011a1021.JPG,Wellington Camera Traps : 090216152050011a1021,Wellington Camera Traps : 47410,Wellington Camera Traps : 011a,0,bird,02-09-2016 15:20:00,10,train
https://storage.googleapis.com/public-datasets-lila/snapshotserengeti-unzipped/S7/S13/S13_R1/S7_S13_R1_IMAG0432.JPG,Snapshot Serengeti : S7/S13/S13_R1/S7_S13_R1_IMAG0432,Snapshot Serengeti : SER_S7#S13#1#166,Snapshot Serengeti : S13,1,bird,06-07-2013 14:29:10,10,train
https://storage.googleapis.com/public-datasets-lila/wellington-unzipped/images/10101506412005197512.JPG,Wellington Camera Traps : 10101506412005197512,Wellington Camera Traps : 71825,Wellington Camera Traps : 519,1,bird,10-10-2015 06:41:00,10,train
https://storage.googleapis.com/public-datasets-lila/channel-islands-camera-traps/images/loc-h600hi07238417/000/389.jpg,Channel Islands Camera Traps : a0ee1017-946f-4b1e-9f18-16cbd1b8c3a5,Channel Islands Camera Traps : d09f7846-1174-4228-98e9-921e2be6ff0f,Channel Islands Camera Traps : h600hi07238417,4,bird,,10,val
https://storage.googleapis.com/public-datasets-lila/snapshot-safari-2024-expansion/MTZ/MTZ_S2/F04/F04_R6/MTZ_S2_F04_R6_IMAG3775.JPG,Snapshot Safari 2024 Expansion : MTZ/MTZ_S2/F04/F04_R6/MTZ_S2_F04_R6_IMAG3775.JPG,Snapshot Safari 2024 Expansion : MTZ_S2#F04#6#3754,Snapshot Safari 2024 Expansion : MTZ_S2_F04,0,bird,,10,test
https://storage.googleapis.com/public-datasets-lila/snapshot-safari-2024-expansion/Snapshot South Africa/DHP/DHP_S1/DWA04/DWA04_R2/DHP_S1_DWA04_R2_IMAG5354.JPG,Snapshot Safari 2024 Expansion : Snapshot South Africa/DHP/DHP_S1/DWA04/DWA04_R2/DHP_S1_DWA04_R2_IMAG5354.JPG,Snapshot Safari 2024 Expansion : DHP_S1#DWA04#2#1785,Snapshot Safari 2024 Expansion : DHP_S1_DWA04,1,bird,,10,train
https://storage.googleapis.com/public-datasets-lila/caltech-unzipped/cct_images/5a2e13cd-23d2-11e8-a6a3-ec086b02610b.jpg,Caltech Camera Traps : 5a2e13cd-23d2-11e8-a6a3-ec086b02610b,Caltech Camera Traps : 70146663-5567-11e8-ad16-dca9047ef277,Caltech Camera Traps : 61,2,bird,04-22-2015 12:06:43,10,val
