dataset_name,url_gcp,url_aws,url_azure,image_id,sequence_id,location_id,frame_num,original_label,scientific_name,common_name,datetime,annotation_level,kingdom,phylum,subphylum,superclass,class,subclass,infraclass,superorder,order,suborder,infraorder,superfamily,family,subfamily,tribe,genus,species,subspecies,variety,subset
WCS Camera Traps,https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0327/1086.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/wcs-unzipped/animals/0327/1086.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/wcs-unzipped/animals/0327/1086.jpg,WCS Camera Traps : 3ea7e6f1-92d5-11e9-8f87-000d3a74c7de,WCS Camera Traps : idn-001-d0536-7,WCS Camera Traps : 2005,1,elephas maximus,elephas maximus,asian elephant,04-20-2001 15:32:00,sequence,animalia,chordata,vertebrata,,mammalia,theria,placentalia,afrotheria,proboscidea,,,,elephantidae,,,elephas,elephas maximus,,,train
WCS Camera Traps,https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0328/1376.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/wcs-unzipped/animals/0328/1376.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/wcs-unzipped/animals/0328/1376.jpg,WCS Camera Traps : 3f117dec-92d5-11e9-864f-000d3a74c7de,WCS Camera Traps : idn-001-d0683-16,WCS Camera Traps : 2171,3,elephas maximus,elephas maximus,asian elephant,10-18-2002 20:06:00,sequence,animalia,chordata,vertebrata,,mammalia,theria,placentalia,afrotheria,proboscidea,,,,elephantidae,,,elephas,elephas maximus,,,test
WCS Camera Traps,https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0407/1931.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/wcs-unzipped/animals/0407/1931.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/wcs-unzipped/animals/0407/1931.jpg,WCS Camera Traps : 5bcee9e4-92d5-11e9-a504-000d3a74c7de,WCS Camera Traps : idn-003-d0152-80,WCS Camera Traps : 2885,1,elephas maximus,elephas maximus,asian elephant,08-18-2010 23:05:07,sequence,animalia,chordata,vertebrata,,mammalia,theria,placentalia,afrotheria,proboscidea,,,,elephantidae,,,elephas,elephas maximus,,,test
WCS Camera Traps,https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0326/1654.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/wcs-unzipped/animals/0326/1654.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/wcs-unzipped/animals/0326/1654.jpg,WCS Camera Traps : 3e6697fe-92d5-11e9-bd32-000d3a74c7de,WCS Camera Traps : idn-001-d0379-6,WCS Camera Traps : 1937,1,elephas maximus,elephas maximus,asian elephant,10-17-2000 14:20:00,sequence,animalia,chordata,vertebrata,,mammalia,theria,placentalia,afrotheria,proboscidea,,,,elephantidae,,,elephas,elephas maximus,,,train
WCS Camera Traps,https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0407/1934.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/wcs-unzipped/animals/0407/1934.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/wcs-unzipped/animals/0407/1934.jpg,WCS Camera Traps : 5bcee9ea-92d5-11e9-ab14-000d3a74c7de,WCS Camera Traps : idn-003-d0152-81,WCS Camera Traps : 2885,1,elephas maximus,elephas maximus,asian elephant,08-19-2010 02:28:24,sequence,animalia,chordata,vertebrata,,mammalia,theria,placentalia,afrotheria,proboscidea,,,,elephantidae,,,elephas,elephas maximus,,,train
WCS Camera Traps,https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0327/0357.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/wcs-unzipped/animals/0327/0357.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/wcs-unzipped/animals/0327/0357.jpg,WCS Camera Traps : 3e86f114-92d5-11e9-8d6d-000d3a74c7de,WCS Camera Traps : idn-001-d0350-3,WCS Camera Traps : 1965,2,elephas maximus,elephas maximus,asian elephant,12-06-2000 17:42:00,sequence,animalia,chordata,vertebrata,,mammalia,theria,placentalia,afrotheria,proboscidea,,,,elephantidae,,,elephas,elephas maximus,,,train
WCS Camera Traps,https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0327/0080.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/wcs-unzipped/animals/0327/0080.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/wcs-unzipped/animals/0327/0080.jpg,WCS Camera Traps : 3e7abc3d-92d5-11e9-8917-000d3a74c7de,WCS Camera Traps : idn-001-d0416-7,WCS Camera Traps : 1945,2,elephas maximus,elephas maximus,asian elephant,01-29-2001 09:24:00,sequence,animalia,chordata,vertebrata,,mammalia,theria,placentalia,afrotheria,proboscidea,,,,elephantidae,,,elephas,elephas maximus,,,train
WCS Camera Traps,https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0327/0078.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/wcs-unzipped/animals/0327/0078.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/wcs-unzipped/animals/0327/0078.jpg,WCS Camera Traps : 3e7a9564-92d5-11e9-8dd8-000d3a74c7de,WCS Camera Traps : idn-001-d0416-5,WCS Camera Traps : 1945,2,elephas maximus,elephas maximus,asian elephant,01-29-2001 09:18:00,sequence,animalia,chordata,vertebrata,,mammalia,theria,placentalia,afrotheria,proboscidea,,,,elephantidae,,,elephas,elephas maximus,,,train
WCS Camera Traps,https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0036/0336.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/wcs-unzipped/animals/0036/0336.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/wcs-unzipped/animals/0036/0336.jpg,WCS Camera Traps : d431eff7-92d4-11e9-b9fc-000d3a74c7de,WCS Camera Traps : idn-002-d0097-2,WCS Camera Traps : 546,3,elephas maximus,elephas maximus,asian elephant,10-06-1999 00:00:00,sequence,animalia,chordata,vertebrata,,mammalia,theria,placentalia,afrotheria,proboscidea,,,,elephantidae,,,elephas,elephas maximus,,,train
WCS Camera Traps,https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0035/1958.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/wcs-unzipped/animals/0035/1958.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/wcs-unzipped/animals/0035/1958.jpg,WCS Camera Traps : d4203e13-92d4-11e9-91cb-000d3a74c7de,WCS Camera Traps : idn-002-d0039-7,WCS Camera Traps : 537,1,elephas maximus,elephas maximus,asian elephant,04-28-1999 17:21:00,sequence,animalia,chordata,vertebrata,,mammalia,theria,placentalia,afrotheria,proboscidea,,,,elephantidae,,,elephas,elephas maximus,,,train
WCS Camera Traps,https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0326/0216.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/wcs-unzipped/animals/0326/0216.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/wcs-unzipped/animals/0326/0216.jpg,WCS Camera Traps : 3e254930-92d5-11e9-b771-000d3a74c7de,WCS Camera Traps : idn-001-d0155-9,WCS Camera Traps : 1830,1,elephas maximus,elephas maximus,asian elephant,08-18-1999 16:54:00,sequence,animalia,chordata,vertebrata,,mammalia,theria,placentalia,afrotheria,proboscidea,,,,elephantidae,,,elephas,elephas maximus,,,train
WCS Camera Traps,https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0327/1071.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/wcs-unzipped/animals/0327/1071.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/wcs-unzipped/animals/0327/1071.jpg,WCS Camera Traps : 3ea74a6c-92d5-11e9-b6bf-000d3a74c7de,WCS Camera Traps : idn-001-d0512-3,WCS Camera Traps : 2004,1,elephas maximus,elephas maximus,asian elephant,04-14-2001 00:32:00,sequence,animalia,chordata,vertebrata,,mammalia,theria,placentalia,afrotheria,proboscidea,,,,elephantidae,,,elephas,elephas maximus,,,train
WCS Camera Traps,https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0325/0523.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/wcs-unzipped/animals/0325/0523.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/wcs-unzipped/animals/0325/0523.jpg,WCS Camera Traps : 3dd8af8e-92d5-11e9-900b-000d3a74c7de,WCS Camera Traps : idn-001-d0259-1,WCS Camera Traps : 1710,4,elephas maximus,elephas maximus,asian elephant,,sequence,animalia,chordata,vertebrata,,mammalia,theria,placentalia,afrotheria,proboscidea,,,,elephantidae,,,elephas,elephas maximus,,,train
WCS Camera Traps,https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0330/0824.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/wcs-unzipped/animals/0330/0824.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/wcs-unzipped/animals/0330/0824.jpg,WCS Camera Traps : 3fb16752-92d5-11e9-8c97-000d3a74c7de,WCS Camera Traps : idn-001-d1009-2,WCS Camera Traps : 2489,1,elephas maximus,elephas maximus,asian elephant,09-09-2005 03:59:00,sequence,animalia,chordata,vertebrata,,mammalia,theria,placentalia,afrotheria,proboscidea,,,,elephantidae,,,elephas,elephas maximus,,,train
WCS Camera Traps,https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0326/0229.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/wcs-unzipped/animals/0326/0229.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/wcs-unzipped/animals/0326/0229.jpg,WCS Camera Traps : 3e25e568-92d5-11e9-b261-000d3a74c7de,WCS Camera Traps : idn-001-d0168-5,WCS Camera Traps : 1834,3,elephas maximus,elephas maximus,asian elephant,08-21-1999 17:19:00,sequence,animalia,chordata,vertebrata,,mammalia,theria,placentalia,afrotheria,proboscidea,,,,elephantidae,,,elephas,elephas maximus,,,train
WCS Camera Traps,https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0407/1237.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/wcs-unzipped/animals/0407/1237.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/wcs-unzipped/animals/0407/1237.jpg,WCS Camera Traps : 5baf05db-92d5-11e9-805a-000d3a74c7de,WCS Camera Traps : idn-003-d0146-55,WCS Camera Traps : 2882,2,elephas maximus,elephas maximus,asian elephant,08-23-2010 07:25:31,sequence,animalia,chordata,vertebrata,,mammalia,theria,placentalia,afrotheria,proboscidea,,,,elephantidae,,,elephas,elephas maximus,,,train
WCS Camera Traps,https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0326/0261.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/wcs-unzipped/animals/0326/0261.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/wcs-unzipped/animals/0326/0261.jpg,WCS Camera Traps : 3e2744bb-92d5-11e9-bb82-000d3a74c7de,WCS Camera Traps : idn-001-d0154-29,WCS Camera Traps : 1833,3,elephas maximus,elephas maximus,asian elephant,09-02-1999 15:19:00,sequence,animalia,chordata,vertebrata,,mammalia,theria,placentalia,afrotheria,proboscidea,,,,elephantidae,,,elephas,elephas maximus,,,train
WCS Camera Traps,https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0326/0265.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/wcs-unzipped/animals/0326/0265.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/wcs-unzipped/animals/0326/0265.jpg,WCS Camera Traps : 3e276bf7-92d5-11e9-b8c0-000d3a74c7de,WCS Camera Traps : idn-001-d0154-29,WCS Camera Traps : 1833,7,elephas maximus,elephas maximus,asian elephant,09-02-1999 15:20:00,sequence,animalia,chordata,vertebrata,,mammalia,theria,placentalia,afrotheria,proboscidea,,,,elephantidae,,,elephas,elephas maximus,,,train
WCS Camera Traps,https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0325/1500.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/wcs-unzipped/animals/0325/1500.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/wcs-unzipped/animals/0325/1500.jpg,WCS Camera Traps : 3e04c8b4-92d5-11e9-9be5-000d3a74c7de,WCS Camera Traps : idn-001-d0084-3,WCS Camera Traps : 1781,1,elephas maximus,elephas maximus,asian elephant,03-06-1999 13:12:00,sequence,animalia,chordata,vertebrata,,mammalia,theria,placentalia,afrotheria,proboscidea,,,,elephantidae,,,elephas,elephas maximus,,,train
WCS Camera Traps,https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0329/0866.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/wcs-unzipped/animals/0329/0866.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/wcs-unzipped/animals/0329/0866.jpg,WCS Camera Traps : 3f57fcd5-92d5-11e9-9a45-000d3a74c7de,WCS Camera Traps : idn-001-d0841-13,WCS Camera Traps : 2329,2,elephas maximus,elephas maximus,asian elephant,01-02-2004 17:22:00,sequence,animalia,chordata,vertebrata,,mammalia,theria,placentalia,afrotheria,proboscidea,,,,elephantidae,,,elephas,elephas maximus,,,train
WCS Camera Traps,https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0328/1324.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/wcs-unzipped/animals/0328/1324.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/wcs-unzipped/animals/0328/1324.jpg,WCS Camera Traps : 3f0f33cf-92d5-11e9-9dd3-000d3a74c7de,WCS Camera Traps : idn-001-d0698-30,WCS Camera Traps : 2164,1,elephas maximus,elephas maximus,asian elephant,09-25-2002 15:17:00,sequence,animalia,chordata,vertebrata,,mammalia,theria,placentalia,afrotheria,proboscidea,,,,elephantidae,,,elephas,elephas maximus,,,train
WCS Camera Traps,https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0328/0570.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/wcs-unzipped/animals/0328/0570.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/wcs-unzipped/animals/0328/0570.jpg,WCS Camera Traps : 3eecdee4-92d5-11e9-9274-000d3a74c7de,WCS Camera Traps : idn-001-d0550-6,WCS Camera Traps : 2126,6,elephas maximus,elephas maximus,asian elephant,06-17-2002 18:45:00,sequence,animalia,chordata,vertebrata,,mammalia,theria,placentalia,afrotheria,proboscidea,,,,elephantidae,,,elephas,elephas maximus,,,train
WCS Camera Traps,https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0407/1190.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/wcs-unzipped/animals/0407/1190.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/wcs-unzipped/animals/0407/1190.jpg,WCS Camera Traps : 5bace2fb-92d5-11e9-a9ba-000d3a74c7de,WCS Camera Traps : idn-003-d0146-25,WCS Camera Traps : 2882,2,elephas maximus,elephas maximus,asian elephant,08-14-2010 12:12:19,sequence,animalia,chordata,vertebrata,,mammalia,theria,placentalia,afrotheria,proboscidea,,,,elephantidae,,,elephas,elephas maximus,,,train
WCS Camera Traps,https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0327/1010.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/wcs-unzipped/animals/0327/1010.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/wcs-unzipped/animals/0327/1010.jpg,WCS Camera Traps : 3ea43d50-92d5-11e9-8806-000d3a74c7de,WCS Camera Traps : idn-001-d0524-3,WCS Camera Traps : 2001,1,elephas maximus,elephas maximus,asian elephant,04-08-2001 08:57:00,sequence,animalia,chordata,vertebrata,,mammalia,theria,placentalia,afrotheria,proboscidea,,,,elephantidae,,,elephas,elephas maximus,,,test
WCS Camera Traps,https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0407/1121.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/wcs-unzipped/animals/0407/1121.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/wcs-unzipped/animals/0407/1121.jpg,WCS Camera Traps : 5ba9879a-92d5-11e9-a396-000d3a74c7de,WCS Camera Traps : idn-003-d0145-58,WCS Camera Traps : 2882,2,elephas maximus,elephas maximus,asian elephant,08-23-2010 07:24:15,sequence,animalia,chordata,vertebrata,,mammalia,theria,placentalia,afrotheria,proboscidea,,,,elephantidae,,,elephas,elephas maximus,,,test
WCS Camera Traps,https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0327/0645.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/wcs-unzipped/animals/0327/0645.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/wcs-unzipped/animals/0327/0645.jpg,WCS Camera Traps : 3e93e978-92d5-11e9-b222-000d3a74c7de,WCS Camera Traps : idn-001-d0438-25,WCS Camera Traps : 1983,1,elephas maximus,elephas maximus,asian elephant,03-19-2001 10:15:00,sequence,animalia,chordata,vertebrata,,mammalia,theria,placentalia,afrotheria,proboscidea,,,,elephantidae,,,elephas,elephas maximus,,,test
WCS Camera Traps,https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0325/1151.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/wcs-unzipped/animals/0325/1151.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/wcs-unzipped/animals/0325/1151.jpg,WCS Camera Traps : 3df4ea45-92d5-11e9-b789-000d3a74c7de,WCS Camera Traps : idn-001-d0142-18,WCS Camera Traps : 1739,2,elephas maximus,elephas maximus,asian elephant,12-10-1998 16:21:00,sequence,animalia,chordata,vertebrata,,mammalia,theria,placentalia,afrotheria,proboscidea,,,,elephantidae,,,elephas,elephas maximus,,,train
WCS Camera Traps,https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0036/0553.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/wcs-unzipped/animals/0036/0553.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/wcs-unzipped/animals/0036/0553.jpg,WCS Camera Traps : d43c0218-92d4-11e9-9443-000d3a74c7de,WCS Camera Traps : idn-002-d0079-1,WCS Camera Traps : 522,4,elephas maximus,elephas maximus,asian elephant,,sequence,animalia,chordata,vertebrata,,mammalia,theria,placentalia,afrotheria,proboscidea,,,,elephantidae,,,elephas,elephas maximus,,,train
WCS Camera Traps,https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0327/0445.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/wcs-unzipped/animals/0327/0445.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/wcs-unzipped/animals/0327/0445.jpg,WCS Camera Traps : 3e8b3726-92d5-11e9-b4c5-000d3a74c7de,WCS Camera Traps : idn-001-d0369-3,WCS Camera Traps : 1969,2,elephas maximus,elephas maximus,asian elephant,12-11-2000 05:42:00,sequence,animalia,chordata,vertebrata,,mammalia,theria,placentalia,afrotheria,proboscidea,,,,elephantidae,,,elephas,elephas maximus,,,train
