dataset_name,url_gcp,url_aws,url_azure,image_id,sequence_id,location_id,frame_num,original_label,scientific_name,common_name,datetime,annotation_level,kingdom,phylum,subphylum,superclass,class,subclass,infraclass,superorder,order,suborder,infraorder,superfamily,family,subfamily,tribe,genus,species,subspecies,variety,subset
Snapshot Serengeti,https://storage.googleapis.com/public-datasets-lila/snapshotserengeti-unzipped/S7/B03/B03_R2/S7_B03_R2_IMAG0415.JPG,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/snapshotserengeti-unzipped/S7/B03/B03_R2/S7_B03_R2_IMAG0415.JPG,https://lilawildlife.blob.core.windows.net/lila-wildlife/snapshotserengeti-unzipped/S7/B03/B03_R2/S7_B03_R2_IMAG0415.JPG,Snapshot Serengeti : S7/B03/B03_R2/S7_B03_R2_IMAG0415,Snapshot Serengeti : SER_S7#B03#2#206,Snapshot Serengeti : B03,1,leopard,panthera pardus,leopard,06-13-2013 21:09:12,sequence,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,carnivora,,,,felidae,pantherinae,,panthera,panthera pardus,,,train
Snapshot Safari 2024 Expansion,https://storage.googleapis.com/public-datasets-lila/snapshot-safari-2024-expansion/RUA/RUA_S1/M2/M2_R1/RUA_S1_M2_R1_IMAG3089.JPG,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/snapshot-safari-2024-expansion/RUA/RUA_S1/M2/M2_R1/RUA_S1_M2_R1_IMAG3089.JPG,https://lilawildlife.blob.core.windows.net/lila-wildlife/snapshot-safari-2024-expansion/RUA/RUA_S1/M2/M2_R1/RUA_S1_M2_R1_IMAG3089.JPG,Snapshot Safari 2024 Expansion : RUA/RUA_S1/M2/M2_R1/RUA_S1_M2_R1_IMAG3089.JPG,Snapshot Safari 2024 Expansion : RUA_S1#M2#1#3089,Snapshot Safari 2024 Expansion : RUA_S1_M2,0,leopard,panthera pardus,leopard,,sequence,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,carnivora,,,,felidae,pantherinae,,panthera,panthera pardus,,,test
Snapshot Serengeti,https://storage.googleapis.com/public-datasets-lila/snapshotserengeti-unzipped/S6/T09/T09_R2/S6_T09_R2_IMAG0194.JPG,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/snapshotserengeti-unzipped/S6/T09/T09_R2/S6_T09_R2_IMAG0194.JPG,https://lilawildlife.blob.core.windows.net/lila-wildlife/snapshotserengeti-unzipped/S6/T09/T09_R2/S6_T09_R2_IMAG0194.JPG,Snapshot Serengeti : S6/T09/T09_R2/S6_T09_R2_IMAG0194,Snapshot Serengeti : SER_S6#T09#2#100,Snapshot Serengeti : T09,1,leopard,panthera pardus,leopard,03-27-2013 01:56:26,sequence,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,carnivora,,,,felidae,pantherinae,,panthera,panthera pardus,,,test
Snapshot Safari 2024 Expansion,https://storage.googleapis.com/public-datasets-lila/snapshot-safari-2024-expansion/Snapshot Cameo/DEB/DEB_S1/A1/A1_R100/DEB_S1_A1_R100_IMAG0044.JPG,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/snapshot-safari-2024-expansion/Snapshot Cameo/DEB/DEB_S1/A1/A1_R100/DEB_S1_A1_R100_IMAG0044.JPG,https://lilawildlife.blob.core.windows.net/lila-wildlife/snapshot-safari-2024-expansion/Snapshot Cameo/DEB/DEB_S1/A1/A1_R100/DEB_S1_A1_R100_IMAG0044.JPG,Snapshot Safari 2024 Expansion : Snapshot Cameo/DEB/DEB_S1/A1/A1_R100/DEB_S1_A1_R100_IMAG0044.JPG,Snapshot Safari 2024 Expansion : DEB_S1#A1#100#44,Snapshot Safari 2024 Expansion : DEB_S1_A1,0,leopard,panthera pardus,leopard,,sequence,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,carnivora,,,,felidae,pantherinae,,panthera,panthera pardus,,,train
Snapshot Safari 2024 Expansion,https://storage.googleapis.com/public-datasets-lila/snapshot-safari-2024-expansion/SER/SER_S12/G03/G03_R3/SER_S12_G03_R3_IMAG0012.JPG,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/snapshot-safari-2024-expansion/SER/SER_S12/G03/G03_R3/SER_S12_G03_R3_IMAG0012.JPG,https://lilawildlife.blob.core.windows.net/lila-wildlife/snapshot-safari-2024-expansion/SER/SER_S12/G03/G03_R3/SER_S12_G03_R3_IMAG0012.JPG,Snapshot Safari 2024 Expansion : SER/SER_S12/G03/G03_R3/SER_S12_G03_R3_IMAG0012.JPG,Snapshot Safari 2024 Expansion : SER_S12#G03#3#6,Snapshot Safari 2024 Expansion : SER_S12_G03,0,leopard,panthera pardus,leopard,,sequence,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,carnivora,,,,felidae,pantherinae,,panthera,panthera pardus,,,train
WCS Camera Traps,https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0204/0525.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/wcs-unzipped/animals/0204/0525.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/wcs-unzipped/animals/0204/0525.jpg,WCS Camera Traps : 113011a9-92d5-11e9-a00f-000d3a74c7de,WCS Camera Traps : ken-007-d0047-3,WCS Camera Traps : 1267,4,panthera pardus,panthera pardus,leopard,02-07-2012 19:22:20,sequence,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,carnivora,,,,felidae,pantherinae,,panthera,panthera pardus,,,train
WCS Camera Traps,https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0205/1410.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/wcs-unzipped/animals/0205/1410.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/wcs-unzipped/animals/0205/1410.jpg,WCS Camera Traps : 11b8a26e-92d5-11e9-8dcb-000d3a74c7de,WCS Camera Traps : ken-007-d0064-30,WCS Camera Traps : 1285,3,panthera pardus,panthera pardus,leopard,02-04-2012 12:29:40,sequence,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,carnivora,,,,felidae,pantherinae,,panthera,panthera pardus,,,train
Snapshot Safari 2024 Expansion,https://storage.googleapis.com/public-datasets-lila/snapshot-safari-2024-expansion/Snapshot South Africa/BLO/BLO_S1/C05/C05_R1/BLO_S1_C05_R1_IMAG0104.JPG,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/snapshot-safari-2024-expansion/Snapshot South Africa/BLO/BLO_S1/C05/C05_R1/BLO_S1_C05_R1_IMAG0104.JPG,https://lilawildlife.blob.core.windows.net/lila-wildlife/snapshot-safari-2024-expansion/Snapshot South Africa/BLO/BLO_S1/C05/C05_R1/BLO_S1_C05_R1_IMAG0104.JPG,Snapshot Safari 2024 Expansion : Snapshot South Africa/BLO/BLO_S1/C05/C05_R1/BLO_S1_C05_R1_IMAG0104.JPG,Snapshot Safari 2024 Expansion : BLO_S1#C05#1#40,Snapshot Safari 2024 Expansion : BLO_S1_C05,0,leopard,panthera pardus,leopard,,sequence,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,carnivora,,,,felidae,pantherinae,,panthera,panthera pardus,,,train
Desert Lion Conservation Camera Traps,https://storage.googleapis.com/public-datasets-lila/desert-lion-camera-traps/annotated-imgs/panthera pardus/Camera Trap/Hoanib/Mudorib-Gorge/2015/02/PvL_seq_11eb7552-2f6a-4f5f-b22c-bedb025b4d30/20150207-PICT0058.JPG,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/desert-lion-camera-traps/annotated-imgs/panthera pardus/Camera Trap/Hoanib/Mudorib-Gorge/2015/02/PvL_seq_11eb7552-2f6a-4f5f-b22c-bedb025b4d30/20150207-PICT0058.JPG,https://lilawildlife.blob.core.windows.net/lila-wildlife/desert-lion-camera-traps/annotated-imgs/panthera pardus/Camera Trap/Hoanib/Mudorib-Gorge/2015/02/PvL_seq_11eb7552-2f6a-4f5f-b22c-bedb025b4d30/20150207-PICT0058.JPG,Desert Lion Conservation Camera Traps : panthera pardus/Camera Trap/Hoanib/Mudorib-Gorge/2015/02/PvL_seq_11eb7552-2f6a-4f5f-b22c-bedb025b4d30/20150207-PICT0058.JPG,Desert Lion Conservation Camera Traps : unknown,Desert Lion Conservation Camera Traps : unknown,-1,panthera pardus,panthera pardus,leopard,,image,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,carnivora,,,,felidae,pantherinae,,panthera,panthera pardus,,,train
Snapshot Serengeti,https://storage.googleapis.com/public-datasets-lila/snapshotserengeti-unzipped/S4/E05/E05_R2/S4_E05_R2_IMAG1201.JPG,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/snapshotserengeti-unzipped/S4/E05/E05_R2/S4_E05_R2_IMAG1201.JPG,https://lilawildlife.blob.core.windows.net/lila-wildlife/snapshotserengeti-unzipped/S4/E05/E05_R2/S4_E05_R2_IMAG1201.JPG,Snapshot Serengeti : S4/E05/E05_R2/S4_E05_R2_IMAG1201,Snapshot Serengeti : SER_S4#E05#2#423,Snapshot Serengeti : E05,3,leopard,panthera pardus,leopard,03-17-2012 07:25:40,sequence,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,carnivora,,,,felidae,pantherinae,,panthera,panthera pardus,,,train
Snapshot Serengeti,https://storage.googleapis.com/public-datasets-lila/snapshotserengeti-unzipped/S6/C03/C03_R2/S6_C03_R2_IMAG0394.JPG,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/snapshotserengeti-unzipped/S6/C03/C03_R2/S6_C03_R2_IMAG0394.JPG,https://lilawildlife.blob.core.windows.net/lila-wildlife/snapshotserengeti-unzipped/S6/C03/C03_R2/S6_C03_R2_IMAG0394.JPG,Snapshot Serengeti : S6/C03/C03_R2/S6_C03_R2_IMAG0394,Snapshot Serengeti : SER_S6#C03#2#148,Snapshot Serengeti : C03,3,leopard,panthera pardus,leopard,02-11-2013 07:36:42,sequence,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,carnivora,,,,felidae,pantherinae,,panthera,panthera pardus,,,train
Snapshot Safari 2024 Expansion,https://storage.googleapis.com/public-datasets-lila/snapshot-safari-2024-expansion/KRU/KRU_S2/48/48_R3/KRU_S2_48_R3_IMAG0510.JPG,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/snapshot-safari-2024-expansion/KRU/KRU_S2/48/48_R3/KRU_S2_48_R3_IMAG0510.JPG,https://lilawildlife.blob.core.windows.net/lila-wildlife/snapshot-safari-2024-expansion/KRU/KRU_S2/48/48_R3/KRU_S2_48_R3_IMAG0510.JPG,Snapshot Safari 2024 Expansion : KRU/KRU_S2/48/48_R3/KRU_S2_48_R3_IMAG0510.JPG,Snapshot Safari 2024 Expansion : KRU_S2#48#3#219,Snapshot Safari 2024 Expansion : KRU_S2_48,2,leopard,panthera pardus,leopard,,sequence,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,carnivora,,,,felidae,pantherinae,,panthera,panthera pardus,,,train
Desert Lion Conservation Camera Traps,https://storage.googleapis.com/public-datasets-lila/desert-lion-camera-traps/annotated-imgs/panthera pardus/Camera Trap/Events/Leopard/1/PvL_seq_a8f4d48b-fce9-473e-85fe-ae1112827a7f/PICT0037.JPG,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/desert-lion-camera-traps/annotated-imgs/panthera pardus/Camera Trap/Events/Leopard/1/PvL_seq_a8f4d48b-fce9-473e-85fe-ae1112827a7f/PICT0037.JPG,https://lilawildlife.blob.core.windows.net/lila-wildlife/desert-lion-camera-traps/annotated-imgs/panthera pardus/Camera Trap/Events/Leopard/1/PvL_seq_a8f4d48b-fce9-473e-85fe-ae1112827a7f/PICT0037.JPG,Desert Lion Conservation Camera Traps : panthera pardus/Camera Trap/Events/Leopard/1/PvL_seq_a8f4d48b-fce9-473e-85fe-ae1112827a7f/PICT0037.JPG,Desert Lion Conservation Camera Traps : unknown,Desert Lion Conservation Camera Traps : unknown,-1,panthera pardus,panthera pardus,leopard,,image,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,carnivora,,,,felidae,pantherinae,,panthera,panthera pardus,,,train
Snapshot Safari 2024 Expansion,https://storage.googleapis.com/public-datasets-lila/snapshot-safari-2024-expansion/Snapshot Cameo/EFA/EFA_S1/EFA09/EFA09_R19/EFA_S1_EFA09_R19_IMAG0676.JPG,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/snapshot-safari-2024-expansion/Snapshot Cameo/EFA/EFA_S1/EFA09/EFA09_R19/EFA_S1_EFA09_R19_IMAG0676.JPG,https://lilawildlife.blob.core.windows.net/lila-wildlife/snapshot-safari-2024-expansion/Snapshot Cameo/EFA/EFA_S1/EFA09/EFA09_R19/EFA_S1_EFA09_R19_IMAG0676.JPG,Snapshot Safari 2024 Expansion : Snapshot Cameo/EFA/EFA_S1/EFA09/EFA09_R19/EFA_S1_EFA09_R19_IMAG0676.JPG,Snapshot Safari 2024 Expansion : EFA_S1#EFA09#19#249,Snapshot Safari 2024 Expansion : EFA_S1_EFA09,1,leopard,panthera pardus,leopard,,sequence,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,carnivora,,,,felidae,pantherinae,,panthera,panthera pardus,,,train
WCS Camera Traps,https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0323/1416.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/wcs-unzipped/animals/0323/1416.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/wcs-unzipped/animals/0323/1416.jpg,WCS Camera Traps : 3d4a525d-92d5-11e9-9f58-000d3a74c7de,WCS Camera Traps : ken-015-d0087-7,WCS Camera Traps : 1690,3,panthera pardus,panthera pardus,leopard,01-29-2010 20:07:41,sequence,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,carnivora,,,,felidae,pantherinae,,panthera,panthera pardus,,,train
Snapshot Safari 2024 Expansion,https://storage.googleapis.com/public-datasets-lila/snapshot-safari-2024-expansion/KRU/KRU_S2/42/42_R3/KRU_S2_42_R3_IMAG0003.JPG,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/snapshot-safari-2024-expansion/KRU/KRU_S2/42/42_R3/KRU_S2_42_R3_IMAG0003.JPG,https://lilawildlife.blob.core.windows.net/lila-wildlife/snapshot-safari-2024-expansion/KRU/KRU_S2/42/42_R3/KRU_S2_42_R3_IMAG0003.JPG,Snapshot Safari 2024 Expansion : KRU/KRU_S2/42/42_R3/KRU_S2_42_R3_IMAG0003.JPG,Snapshot Safari 2024 Expansion : KRU_S2#42#3#2,Snapshot Safari 2024 Expansion : KRU_S2_42,0,leopard,panthera pardus,leopard,,sequence,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,carnivora,,,,felidae,pantherinae,,panthera,panthera pardus,,,train
Snapshot Safari 2024 Expansion,https://storage.googleapis.com/public-datasets-lila/snapshot-safari-2024-expansion/SER/SER_S13/O08/O08_R1/SER_S13_O08_R1_IMAG5831.JPG,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/snapshot-safari-2024-expansion/SER/SER_S13/O08/O08_R1/SER_S13_O08_R1_IMAG5831.JPG,https://lilawildlife.blob.core.windows.net/lila-wildlife/snapshot-safari-2024-expansion/SER/SER_S13/O08/O08_R1/SER_S13_O08_R1_IMAG5831.JPG,Snapshot Safari 2024 Expansion : SER/SER_S13/O08/O08_R1/SER_S13_O08_R1_IMAG5831.JPG,Snapshot Safari 2024 Expansion : SER_S13#O08#1#1978,Snapshot Safari 2024 Expansion : SER_S13_O08,2,leopard,panthera pardus,leopard,,sequence,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,carnivora,,,,felidae,pantherinae,,panthera,panthera pardus,,,train
Snapshot Serengeti,https://storage.googleapis.com/public-datasets-lila/snapshotserengeti-unzipped/S6/O05/O05_R2/S6_O05_R2_IMAG0024.JPG,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/snapshotserengeti-unzipped/S6/O05/O05_R2/S6_O05_R2_IMAG0024.JPG,https://lilawildlife.blob.core.windows.net/lila-wildlife/snapshotserengeti-unzipped/S6/O05/O05_R2/S6_O05_R2_IMAG0024.JPG,Snapshot Serengeti : S6/O05/O05_R2/S6_O05_R2_IMAG0024,Snapshot Serengeti : SER_S6#O05#2#10,Snapshot Serengeti : O05,1,leopard,panthera pardus,leopard,03-07-2013 11:43:03,sequence,animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,carnivora,,,,felidae,pantherinae,,panthera,panthera pardus,,,train
