dataset_name,url_gcp,url_aws,url_azure,image_id,sequence_id,location_id,frame_num,original_label,scientific_name,common_name,datetime,annotation_level,kingdom,phylum,subphylum,superclass,class,subclass,infraclass,superorder,order,suborder,infraorder,superfamily,family,subfamily,tribe,genus,species,subspecies,variety
Wellington Camera Traps,https://storage.googleapis.com/public-datasets-lila/wellington-unzipped/images/0106151443140745L092.JPG,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/wellington-unzipped/images/0106151443140745L092.JPG,https://lilawildlife.blob.core.windows.net/lila-wildlife/wellington-unzipped/images/0106151443140745L092.JPG,Wellington Camera Traps : 0106151443140745L092,Wellington Camera Traps : 75952,Wellington Camera Traps : 745,1,bird,aves,bird,06-01-2015 14:43:00,sequence,animalia,chordata,vertebrata,,aves,,,,,,,,,,,,,,
WCS Camera Traps,https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0091/1048.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/wcs-unzipped/animals/0091/1048.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/wcs-unzipped/animals/0091/1048.jpg,WCS Camera Traps : e856ddf6-92d4-11e9-812f-000d3a74c7de,WCS Camera Traps : bol-019-d0088-34,WCS Camera Traps : 764,1,unknown bird,aves,bird,10-20-2012 15:29:08,sequence,animalia,chordata,vertebrata,,aves,,,,,,,,,,,,,,
Caltech Camera Traps,https://storage.googleapis.com/public-datasets-lila/caltech-unzipped/cct_images/58adc4b4-23d2-11e8-a6a3-ec086b02610b.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/caltech-unzipped/cct_images/58adc4b4-23d2-11e8-a6a3-ec086b02610b.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/caltech-unzipped/cct_images/58adc4b4-23d2-11e8-a6a3-ec086b02610b.jpg,Caltech Camera Traps : 58adc4b4-23d2-11e8-a6a3-ec086b02610b,Caltech Camera Traps : 6f96a697-5567-11e8-a50a-dca9047ef277,Caltech Camera Traps : 96,1,bird,aves,bird,03-05-2014 10:30:34,image,animalia,chordata,vertebrata,,aves,,,,,,,,,,,,,,
WCS Camera Traps,https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0054/1540.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/wcs-unzipped/animals/0054/1540.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/wcs-unzipped/animals/0054/1540.jpg,WCS Camera Traps : db0008dd-92d4-11e9-9450-000d3a74c7de,WCS Camera Traps : bol-018-d0083-23,WCS Camera Traps : 718,6,unknown bird,aves,bird,09-16-2012 06:55:46,sequence,animalia,chordata,vertebrata,,aves,,,,,,,,,,,,,,
Caltech Camera Traps,https://storage.googleapis.com/public-datasets-lila/caltech-unzipped/cct_images/588a659c-23d2-11e8-a6a3-ec086b02610b.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/caltech-unzipped/cct_images/588a659c-23d2-11e8-a6a3-ec086b02610b.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/caltech-unzipped/cct_images/588a659c-23d2-11e8-a6a3-ec086b02610b.jpg,Caltech Camera Traps : 588a659c-23d2-11e8-a6a3-ec086b02610b,Caltech Camera Traps : 6f116707-5567-11e8-b49c-dca9047ef277,Caltech Camera Traps : 115,1,bird,aves,bird,06-23-2011 11:52:46,image,animalia,chordata,vertebrata,,aves,,,,,,,,,,,,,,
WCS Camera Traps,https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0154/1323.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/wcs-unzipped/animals/0154/1323.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/wcs-unzipped/animals/0154/1323.jpg,WCS Camera Traps : ff1c386c-92d4-11e9-8bcc-000d3a74c7de,WCS Camera Traps : bol-015-d0073-45,WCS Camera Traps : 857,14,unknown bird,aves,bird,10-20-2011 08:20:05,sequence,animalia,chordata,vertebrata,,aves,,,,,,,,,,,,,,
WCS Camera Traps,https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0061/1602.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/wcs-unzipped/animals/0061/1602.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/wcs-unzipped/animals/0061/1602.jpg,WCS Camera Traps : dd8e7ba8-92d4-11e9-856f-000d3a74c7de,WCS Camera Traps : bol-018-d0014-49,WCS Camera Traps : 683,9,unknown bird,aves,bird,09-24-2012 01:49:10,sequence,animalia,chordata,vertebrata,,aves,,,,,,,,,,,,,,
Caltech Camera Traps,https://storage.googleapis.com/public-datasets-lila/caltech-unzipped/cct_images/59c99f56-23d2-11e8-a6a3-ec086b02610b.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/caltech-unzipped/cct_images/59c99f56-23d2-11e8-a6a3-ec086b02610b.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/caltech-unzipped/cct_images/59c99f56-23d2-11e8-a6a3-ec086b02610b.jpg,Caltech Camera Traps : 59c99f56-23d2-11e8-a6a3-ec086b02610b,Caltech Camera Traps : 70187eab-5567-11e8-9d49-dca9047ef277,Caltech Camera Traps : 59,3,bird,aves,bird,02-13-2014 07:38:42,image,animalia,chordata,vertebrata,,aves,,,,,,,,,,,,,,
SWG Camera Traps,https://storage.googleapis.com/public-datasets-lila/swg-camera-traps/public/lao/loc_0484/2020/05/image_00047.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/swg-camera-traps/public/lao/loc_0484/2020/05/image_00047.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/swg-camera-traps/public/lao/loc_0484/2020/05/image_00047.jpg,SWG Camera Traps : cbcc3885-8c29-11eb-bb08-000d3a74c7de,SWG Camera Traps : 1a42b042-8c2a-11eb-9c19-000d3a74c7de,SWG Camera Traps : loc_0484,1,unidentified_bird,aves,bird,05-13-2020 17:35:34,sequence,animalia,chordata,vertebrata,,aves,,,,,,,,,,,,,,
Caltech Camera Traps,https://storage.googleapis.com/public-datasets-lila/caltech-unzipped/cct_images/59f79965-23d2-11e8-a6a3-ec086b02610b.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/caltech-unzipped/cct_images/59f79965-23d2-11e8-a6a3-ec086b02610b.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/caltech-unzipped/cct_images/59f79965-23d2-11e8-a6a3-ec086b02610b.jpg,Caltech Camera Traps : 59f79965-23d2-11e8-a6a3-ec086b02610b,Caltech Camera Traps : 701ce1c2-5567-11e8-be36-dca9047ef277,Caltech Camera Traps : 3,3,bird,aves,bird,12-16-2014 11:47:47,image,animalia,chordata,vertebrata,,aves,,,,,,,,,,,,,,
Caltech Camera Traps,https://storage.googleapis.com/public-datasets-lila/caltech-unzipped/cct_images/59eab918-23d2-11e8-a6a3-ec086b02610b.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/caltech-unzipped/cct_images/59eab918-23d2-11e8-a6a3-ec086b02610b.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/caltech-unzipped/cct_images/59eab918-23d2-11e8-a6a3-ec086b02610b.jpg,Caltech Camera Traps : 59eab918-23d2-11e8-a6a3-ec086b02610b,Caltech Camera Traps : 6f190bca-5567-11e8-b628-dca9047ef277,Caltech Camera Traps : 46,1,bird,aves,bird,06-03-2012 12:55:07,image,animalia,chordata,vertebrata,,aves,,,,,,,,,,,,,,
Caltech Camera Traps,https://storage.googleapis.com/public-datasets-lila/caltech-unzipped/cct_images/59b93a7b-23d2-11e8-a6a3-ec086b02610b.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/caltech-unzipped/cct_images/59b93a7b-23d2-11e8-a6a3-ec086b02610b.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/caltech-unzipped/cct_images/59b93a7b-23d2-11e8-a6a3-ec086b02610b.jpg,Caltech Camera Traps : 59b93a7b-23d2-11e8-a6a3-ec086b02610b,Caltech Camera Traps : 701c4847-5567-11e8-84db-dca9047ef277,Caltech Camera Traps : 45,3,bird,aves,bird,09-30-2014 08:45:37,image,animalia,chordata,vertebrata,,aves,,,,,,,,,,,,,,
WCS Camera Traps,https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0057/0619.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/wcs-unzipped/animals/0057/0619.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/wcs-unzipped/animals/0057/0619.jpg,WCS Camera Traps : dbef7180-92d4-11e9-a380-000d3a74c7de,WCS Camera Traps : bol-018-d0069-32,WCS Camera Traps : 720,2,unknown bird,aves,bird,09-19-2012 11:27:04,sequence,animalia,chordata,vertebrata,,aves,,,,,,,,,,,,,,
Snapshot Serengeti,https://storage.googleapis.com/public-datasets-lila/snapshotserengeti-unzipped/S9/S08/S08_R3/S9_S08_R3_IMAG0397.JPG,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/snapshotserengeti-unzipped/S9/S08/S08_R3/S9_S08_R3_IMAG0397.JPG,https://lilawildlife.blob.core.windows.net/lila-wildlife/snapshotserengeti-unzipped/S9/S08/S08_R3/S9_S08_R3_IMAG0397.JPG,Snapshot Serengeti : S9/S08/S08_R3/S9_S08_R3_IMAG0397,Snapshot Serengeti : SER_S9#S08#3#135,Snapshot Serengeti : S08,1,otherbird,aves,bird,10-04-2014 13:05:25,sequence,animalia,chordata,vertebrata,,aves,,,,,,,,,,,,,,
WCS Camera Traps,https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0089/1285.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/wcs-unzipped/animals/0089/1285.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/wcs-unzipped/animals/0089/1285.jpg,WCS Camera Traps : e7a95fe0-92d4-11e9-98fe-000d3a74c7de,WCS Camera Traps : bol-019-d0061-25,WCS Camera Traps : 754,5,unknown bird,aves,bird,10-19-2012 07:45:55,sequence,animalia,chordata,vertebrata,,aves,,,,,,,,,,,,,,
Channel Islands Camera Traps,https://storage.googleapis.com/public-datasets-lila/channel-islands-camera-traps/images/loc-p800ff01146662/005/370.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/channel-islands-camera-traps/images/loc-p800ff01146662/005/370.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/channel-islands-camera-traps/images/loc-p800ff01146662/005/370.jpg,Channel Islands Camera Traps : 3ea662b3-9bd7-4987-8211-5f5c0e6d5a9e,Channel Islands Camera Traps : 330dd420-07db-41ef-ad90-c6576bdc180b,Channel Islands Camera Traps : p800ff01146662,0,bird,aves,bird,,image,animalia,chordata,vertebrata,,aves,,,,,,,,,,,,,,
Snapshot Serengeti,https://storage.googleapis.com/public-datasets-lila/snapshotserengeti-unzipped/S8/E09/E09_R3/S8_E09_R3_IMAG1612.JPG,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/snapshotserengeti-unzipped/S8/E09/E09_R3/S8_E09_R3_IMAG1612.JPG,https://lilawildlife.blob.core.windows.net/lila-wildlife/snapshotserengeti-unzipped/S8/E09/E09_R3/S8_E09_R3_IMAG1612.JPG,Snapshot Serengeti : S8/E09/E09_R3/S8_E09_R3_IMAG1612,Snapshot Serengeti : SER_S8#E09#3#546,Snapshot Serengeti : E09,3,otherbird,aves,bird,04-30-2014 11:38:54,sequence,animalia,chordata,vertebrata,,aves,,,,,,,,,,,,,,
Caltech Camera Traps,https://storage.googleapis.com/public-datasets-lila/caltech-unzipped/cct_images/59aadc74-23d2-11e8-a6a3-ec086b02610b.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/caltech-unzipped/cct_images/59aadc74-23d2-11e8-a6a3-ec086b02610b.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/caltech-unzipped/cct_images/59aadc74-23d2-11e8-a6a3-ec086b02610b.jpg,Caltech Camera Traps : 59aadc74-23d2-11e8-a6a3-ec086b02610b,Caltech Camera Traps : 6f19228f-5567-11e8-bfd9-dca9047ef277,Caltech Camera Traps : 5,3,bird,aves,bird,06-27-2011 13:42:21,image,animalia,chordata,vertebrata,,aves,,,,,,,,,,,,,,
SWG Camera Traps,https://storage.googleapis.com/public-datasets-lila/swg-camera-traps/public/lao/loc_0265/2019/04/image_00258.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/swg-camera-traps/public/lao/loc_0265/2019/04/image_00258.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/swg-camera-traps/public/lao/loc_0265/2019/04/image_00258.jpg,SWG Camera Traps : d1b62710-8c29-11eb-80e2-000d3a74c7de,SWG Camera Traps : 2b5c1964-8c2a-11eb-8280-000d3a74c7de,SWG Camera Traps : loc_0265,0,unidentified_bird,aves,bird,04-17-2019 07:54:33,sequence,animalia,chordata,vertebrata,,aves,,,,,,,,,,,,,,
Caltech Camera Traps,https://storage.googleapis.com/public-datasets-lila/caltech-unzipped/cct_images/59d8ecee-23d2-11e8-a6a3-ec086b02610b.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/caltech-unzipped/cct_images/59d8ecee-23d2-11e8-a6a3-ec086b02610b.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/caltech-unzipped/cct_images/59d8ecee-23d2-11e8-a6a3-ec086b02610b.jpg,Caltech Camera Traps : 59d8ecee-23d2-11e8-a6a3-ec086b02610b,Caltech Camera Traps : 6fe9cd0a-5567-11e8-81c7-dca9047ef277,Caltech Camera Traps : 23,1,bird,aves,bird,06-04-2014 10:46:54,image,animalia,chordata,vertebrata,,aves,,,,,,,,,,,,,,
Wellington Camera Traps,https://storage.googleapis.com/public-datasets-lila/wellington-unzipped/images/230116181306031c9193.JPG,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/wellington-unzipped/images/230116181306031c9193.JPG,https://lilawildlife.blob.core.windows.net/lila-wildlife/wellington-unzipped/images/230116181306031c9193.JPG,Wellington Camera Traps : 230116181306031c9193,Wellington Camera Traps : 25707,Wellington Camera Traps : 031c,1,bird,aves,bird,01-23-2016 18:13:00,sequence,animalia,chordata,vertebrata,,aves,,,,,,,,,,,,,,
Caltech Camera Traps,https://storage.googleapis.com/public-datasets-lila/caltech-unzipped/cct_images/5965a8b3-23d2-11e8-a6a3-ec086b02610b.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/caltech-unzipped/cct_images/5965a8b3-23d2-11e8-a6a3-ec086b02610b.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/caltech-unzipped/cct_images/5965a8b3-23d2-11e8-a6a3-ec086b02610b.jpg,Caltech Camera Traps : 5965a8b3-23d2-11e8-a6a3-ec086b02610b,Caltech Camera Traps : 701cc778-5567-11e8-ab26-dca9047ef277,Caltech Camera Traps : 3,3,bird,aves,bird,11-15-2014 11:04:19,image,animalia,chordata,vertebrata,,aves,,,,,,,,,,,,,,
Wellington Camera Traps,https://storage.googleapis.com/public-datasets-lila/wellington-unzipped/images/210116151528011bs121.JPG,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/wellington-unzipped/images/210116151528011bs121.JPG,https://lilawildlife.blob.core.windows.net/lila-wildlife/wellington-unzipped/images/210116151528011bs121.JPG,Wellington Camera Traps : 210116151528011bs121,Wellington Camera Traps : 12422,Wellington Camera Traps : 011b,0,bird,aves,bird,01-21-2016 15:15:00,sequence,animalia,chordata,vertebrata,,aves,,,,,,,,,,,,,,
Caltech Camera Traps,https://storage.googleapis.com/public-datasets-lila/caltech-unzipped/cct_images/5a2af631-23d2-11e8-a6a3-ec086b02610b.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/caltech-unzipped/cct_images/5a2af631-23d2-11e8-a6a3-ec086b02610b.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/caltech-unzipped/cct_images/5a2af631-23d2-11e8-a6a3-ec086b02610b.jpg,Caltech Camera Traps : 5a2af631-23d2-11e8-a6a3-ec086b02610b,Caltech Camera Traps : 7010fce8-5567-11e8-bdbb-dca9047ef277,Caltech Camera Traps : 56,4,bird,aves,bird,08-16-2013 12:02:08,image,animalia,chordata,vertebrata,,aves,,,,,,,,,,,,,,
Wellington Camera Traps,https://storage.googleapis.com/public-datasets-lila/wellington-unzipped/images/031016062728046bs521.JPG,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/wellington-unzipped/images/031016062728046bs521.JPG,https://lilawildlife.blob.core.windows.net/lila-wildlife/wellington-unzipped/images/031016062728046bs521.JPG,Wellington Camera Traps : 031016062728046bs521,Wellington Camera Traps : 18793,Wellington Camera Traps : 046b,0,bird,aves,bird,10-03-2016 06:27:00,sequence,animalia,chordata,vertebrata,,aves,,,,,,,,,,,,,,
Wellington Camera Traps,https://storage.googleapis.com/public-datasets-lila/wellington-unzipped/images/050416102618012a8833.JPG,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/wellington-unzipped/images/050416102618012a8833.JPG,https://lilawildlife.blob.core.windows.net/lila-wildlife/wellington-unzipped/images/050416102618012a8833.JPG,Wellington Camera Traps : 050416102618012a8833,Wellington Camera Traps : 34033,Wellington Camera Traps : 012a,2,bird,aves,bird,04-05-2016 10:26:00,sequence,animalia,chordata,vertebrata,,aves,,,,,,,,,,,,,,
SWG Camera Traps,https://storage.googleapis.com/public-datasets-lila/swg-camera-traps/public/lao/loc_0268/2019/03/image_00087.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/swg-camera-traps/public/lao/loc_0268/2019/03/image_00087.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/swg-camera-traps/public/lao/loc_0268/2019/03/image_00087.jpg,SWG Camera Traps : d1bfafa6-8c29-11eb-8bec-000d3a74c7de,SWG Camera Traps : 371f7a1a-8c2a-11eb-b8ec-000d3a74c7de,SWG Camera Traps : loc_0268,0,unidentified_bird,aves,bird,03-18-2019 06:52:39,sequence,animalia,chordata,vertebrata,,aves,,,,,,,,,,,,,,
Caltech Camera Traps,https://storage.googleapis.com/public-datasets-lila/caltech-unzipped/cct_images/599fbd73-23d2-11e8-a6a3-ec086b02610b.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/caltech-unzipped/cct_images/599fbd73-23d2-11e8-a6a3-ec086b02610b.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/caltech-unzipped/cct_images/599fbd73-23d2-11e8-a6a3-ec086b02610b.jpg,Caltech Camera Traps : 599fbd73-23d2-11e8-a6a3-ec086b02610b,Caltech Camera Traps : 7013f061-5567-11e8-968e-dca9047ef277,Caltech Camera Traps : 61,1,bird,aves,bird,10-12-2014 10:34:47,image,animalia,chordata,vertebrata,,aves,,,,,,,,,,,,,,
Wellington Camera Traps,https://storage.googleapis.com/public-datasets-lila/wellington-unzipped/images/110116145108025b9232.JPG,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/wellington-unzipped/images/110116145108025b9232.JPG,https://lilawildlife.blob.core.windows.net/lila-wildlife/wellington-unzipped/images/110116145108025b9232.JPG,Wellington Camera Traps : 110116145108025b9232,Wellington Camera Traps : 15088,Wellington Camera Traps : 025b,1,bird,aves,bird,01-11-2016 14:51:00,sequence,animalia,chordata,vertebrata,,aves,,,,,,,,,,,,,,
WCS Camera Traps,https://storage.googleapis.com/public-datasets-lila/wcs-unzipped/animals/0154/0975.jpg,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/wcs-unzipped/animals/0154/0975.jpg,https://lilawildlife.blob.core.windows.net/lila-wildlife/wcs-unzipped/animals/0154/0975.jpg,WCS Camera Traps : ff0be4f8-92d4-11e9-a35e-000d3a74c7de,WCS Camera Traps : bol-015-d0073-2,WCS Camera Traps : 857,18,unknown bird,aves,bird,10-12-2011 18:24:38,sequence,animalia,chordata,vertebrata,,aves,,,,,,,,,,,,,,
